country,food_category,consumption,co2_emission                         
Guinea,eggs,1.95,1.79                                                  
Guinea,dairy,20.62,29.37                                               
Guinea,wheat,18.55,3.54                                                
Guinea,rice,97.11999999999999,124.28                                   
Guinea,soybeans,0,0                                                    
Guinea,nuts,4.14,7.33                                                  
Nigeria,pork,1.47,5.2                                                  
Nigeria,poultry,1.73,1.86                                              
Nigeria,beef,2.3299999999999996,71.9                                   
Nigeria,lamb_goat,2.72,95.25                                           
Nigeria,fish,16.03,25.59                                               
Nigeria,eggs,3.46,3.18                                                 
Nigeria,dairy,7.91,11.27                                               
Nigeria,wheat,20.82,3.9699999999999998                                 
Nigeria,rice,28.23,36.13                                               
Nigeria,soybeans,2.6,1.1700000000000002                                
Nigeria,nuts,6.930000000000001,12.27                                   
Rwanda,pork,0.76,2.69                                                  
Rwanda,poultry,1.34,1.44                                               
Rwanda,beef,2.53,78.07                                                 
Rwanda,lamb_goat,1.93,67.59                                            
Rwanda,fish,3.88,6.2                                                   
Rwanda,eggs,0.16,0.15000000000000002                                   
Rwanda,dairy,7.23,10.3                                                 
Rwanda,wheat,11.34,2.16                                                
Rwanda,rice,8.7,11.129999999999999                                     
Rwanda,soybeans,1.93,0.8700000000000001                                
Rwanda,nuts,0.58,1.03                                                  
Philippines,pork,18.4,65.13                                            
Philippines,poultry,11.91,12.79                                        
Philippines,beef,4.06,125.28                                           
Philippines,lamb_goat,0.56,19.610000000000003                          
Philippines,fish,28.51,45.52                                           
Philippines,eggs,4.02,3.69                                             
Philippines,dairy,15.66,22.310000000000002                             
Philippines,wheat,23.12,4.41                                           
Philippines,rice,119.44000000000001,152.85000000000002                 
Philippines,soybeans,0.03,0.01                                         
Philippines,nuts,2.08,3.68                                             
Ghana,pork,1.36,4.81                                                   
Ghana,poultry,8.629999999999999,9.27                                   
Ghana,beef,1.09,33.64                                                  
Ghana,lamb_goat,1.74,60.93                                             
Ghana,fish,26.05,41.59                                                 
Ghana,eggs,1.21,1.11                                                   
Ghana,dairy,9.08,12.93                                                 
Ghana,wheat,14.450000000000001,2.7600000000000002                      
Ghana,rice,32.03,40.99                                                 
Ghana,soybeans,0.01,0                                                  
Ghana,nuts,5.56,9.84                                                   
Togo,pork,1.57,5.56                                                    
Togo,poultry,6.63,7.119999999999999                                    
Togo,beef,1.53,47.21                                                   
Togo,lamb_goat,1.58,55.33                                              
Togo,fish,11.69,18.67                                                  
Togo,eggs,0.8600000000000001,0.7899999999999999                        
Togo,dairy,7.96,11.34                                                  
Togo,wheat,12.91,2.46                                                  
Togo,rice,25.99,33.260000000000005                                     
Togo,soybeans,0.01,0                                                   
Togo,nuts,3.59,6.35                                                    
Gambia,pork,0.18,0.64                                                  
Gambia,poultry,2.66,2.86                                               
Gambia,beef,2.16,66.64999999999999                                     
Gambia,lamb_goat,0.71,24.86                                            
Gambia,fish,23.130000000000003,36.93                                   
Gambia,eggs,0.99,0.91                                                  
Gambia,dairy,45.71,65.11                                               
Gambia,wheat,37.91,7.23                                                
Gambia,rice,61.839999999999996,79.14                                   
Gambia,soybeans,0,0                                                    
Gambia,nuts,5.2700000000000005,9.33                                    
India,pork,0.28,0.99                                                   
India,poultry,1.8800000000000001,2.02                                  
India,beef,0.81,24.99                                                  
India,lamb_goat,0.58,20.310000000000002                                
India,fish,4.71,7.52                                                   
India,eggs,2.58,2.3699999999999997                                     
India,dairy,84.5,120.36                                                
India,wheat,60.56,11.55                                                
India,rice,69.49000000000001,88.93                                     
India,soybeans,0.39,0.18                                               
India,nuts,1.92,3.4                                                    
Thailand,pork,13,46.01                                                 
Thailand,poultry,13.69,14.709999999999999                              
Thailand,beef,2.56,79                                                  
Thailand,lamb_goat,0.05,1.75                                           
Thailand,fish,19.45,31.06                                              
Thailand,eggs,12.350000000000001,11.34                                 
Thailand,dairy,29.35,41.809999999999995                                
Thailand,wheat,10.93,2.08                                              
Thailand,rice,114.57,146.62                                            
Thailand,soybeans,2.13,0.96                                            
Thailand,nuts,1.5,2.66                                                 
Mozambique,pork,5.13,18.16                                             
Mozambique,poultry,1.41,1.51                                           
Mozambique,beef,1.04,32.09                                             
Mozambique,lamb_goat,0.9,31.52                                         
Mozambique,fish,7.74,12.360000000000001                                
Mozambique,eggs,1.7,1.56                                               
Mozambique,dairy,4.79,6.819999999999999                                
Mozambique,wheat,14.65,2.79                                            
Mozambique,rice,23.41,29.959999999999997                               
Mozambique,soybeans,0.03,0.01                                          
Mozambique,nuts,2.61,4.619999999999999                                 
Cambodia,pork,6.52,23.08                                               
Cambodia,poultry,1.84,1.98                                             
Cambodia,beef,4.85,149.66                                              
Cambodia,lamb_goat,0,0                                                 
Cambodia,fish,39.59,63.21                                              
Cambodia,eggs,1.37,1.26                                                
Cambodia,dairy,3.4699999999999998,4.94                                 
Cambodia,wheat,2.74,0.52                                               
Cambodia,rice,159.1,203.6                                              
Cambodia,soybeans,4.33,1.95                                            
Cambodia,nuts,1.25,2.21                                                
Sierra Leone,pork,1.22,4.319999999999999                               
Sierra Leone,poultry,4.970000000000001,5.34                            
Sierra Leone,beef,1.99,61.41                                           
Sierra Leone,lamb_goat,0.65,22.759999999999998                         
Sierra Leone,fish,32.03,51.14                                          
Sierra Leone,eggs,1.92,1.76                                            
Sierra Leone,dairy,7,9.97                                              
Sierra Leone,wheat,8.719999999999999,1.6600000000000001                
Sierra Leone,rice,103.3,132.19                                         
Sierra Leone,soybeans,0,0                                              
Sierra Leone,nuts,5.57,9.860000000000001                               
Sri Lanka,pork,0.05,0.18                                               
Sri Lanka,poultry,4.96,5.33                                            
Sri Lanka,beef,1.3800000000000001,42.58                                
Sri Lanka,lamb_goat,0.09,3.15                                          
Sri Lanka,fish,24.919999999999998,39.790000000000006                   
Sri Lanka,eggs,4.57,4.2                                                
Sri Lanka,dairy,34.98,49.83                                            
Sri Lanka,wheat,37.01,7.06                                             
Sri Lanka,rice,109.72,140.41                                           
Sri Lanka,soybeans,0,0                                                 
Sri Lanka,nuts,1.09,1.93                                               
Indonesia,pork,2.98,10.55                                              
Indonesia,poultry,7.5,8.06                                             
Indonesia,beef,2.59,79.92                                              
Indonesia,lamb_goat,0.46,16.110000000000003                            
Indonesia,fish,25.650000000000002,40.949999999999996                   
Indonesia,eggs,4.88,4.48                                               
Indonesia,dairy,14.82,21.110000000000003                               
Indonesia,wheat,25.45,4.85                                             
Indonesia,rice,134.62,172.26999999999998                               
Indonesia,soybeans,1.12,0.5                                            
Indonesia,nuts,4.92,8.709999999999999                                  
Liberia,pork,4.01,14.19                                                
Liberia,poultry,8.91,9.57                                              
Liberia,beef,0.7799999999999999,24.07                                  
Liberia,lamb_goat,0.48000000000000004,16.810000000000002               
Liberia,fish,4.13,6.59                                                 
Liberia,eggs,2.05,1.8800000000000001                                   
Liberia,dairy,3.04,4.33                                                
Liberia,wheat,10.950000000000001,2.09                                  
Liberia,rice,94.75,121.25                                              
Liberia,soybeans,0.63,0.28                                             
Liberia,nuts,1.31,2.32                                                 
Bangladesh,pork,0,0                                                    
Bangladesh,poultry,1.4,1.5                                             
Bangladesh,beef,1.28,39.5                                              
Bangladesh,lamb_goat,1.33,46.58                                        
Bangladesh,fish,18.07,28.85                                            
Bangladesh,eggs,2.08,1.91                                              
Bangladesh,dairy,21.91,31.21                                           
Bangladesh,wheat,17.47,3.3299999999999996                              
Bangladesh,rice,171.73,219.76                                          
Bangladesh,soybeans,0.61,0.27                                          
Bangladesh,nuts,0.72,1.27
