"STATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00379423","2015-04-10",,,"39","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-11",,,"56","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-12",,,"57","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-13",,,"70","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-14",,,"71","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-15",,,"66","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-16",,,"69","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-17",,,"64","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-18",,,"66","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-19",,,"76","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-20",,,"63","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-21",,,"57","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-22",,,"68","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-23",,,"69","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-24",,,"50","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-25",,,"50","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-26",,,"59","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-27",,,"57","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-28",,,"58","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-29",,,"65","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-04-30",,,"65","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-01",,,"60","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-02",,,"58","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-03",,,"68","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-04",,,"73","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-05",,,"84","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-06",,,"80","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-07",,,"74","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-08",,,"84","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-09",,,"83","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-10",,,"75","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-11",,,"88","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-12",,,"86","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-13",,,"87","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-14",,,"68","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-15",,,"72","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-16",,,"75","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-17",,,"70","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-18",,,"85","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-19",,,"74","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-20",,,"68","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-21",,,"66","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-22",,,"69","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-23",,,"74","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-24",,,"65","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-25",,,"82","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-26",,,"82","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-27",,,"85","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-28",,,"85","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-29",,,"85","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-30",,,"83","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-05-31",,,"86","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-01",,,"79","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-02",,,"52","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-03",,,"52","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-04",,,"64","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-05",,,"69","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-06",,,"76","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-07",,,"72","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-08",,,"73","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-09",,,"74","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-10",,,"77","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-11",,,"83","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-12",,,"87","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-13",,,"85","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-14",,,"84","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-15",,,"84","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-16",,,"60","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-17",,,"76","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-18",,,"73","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-19",,,"76","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-20",,,"85","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-21",,,"74","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-22",,,"82","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-23",,,"86","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-24",,,"86","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-25",,,"86","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-26",,,"82","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-27",,,"76","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-28",,,"74","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-29",,,"62","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-06-30",,,"74","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-01",,,"83","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-02",,,"82","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-03",,,"80","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-04",,,"81","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-05",,,"75","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-06",,,"84","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-07",,,"87","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-08",,,"82","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-09",,,"87","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-10",,,"79","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-11",,,"82","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-12",,,"86","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-13",,,"89","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-14",,,"84","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-15",,,"81","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-16",,,"86","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-17",,,"76","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-18",,,"81","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-19",,,"78","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-20",,,"90","73",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-21",,,"92","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-22",,,"89","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-23",,,"83","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-24",,,"82","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-25",,,"81","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-26",,,"76","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-27",,,"81","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-28",,,"83","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-29",,,"91","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-30",,,"93","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-07-31",,,"88","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-01",,,"88","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-02",,,"88","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-03",,,"86","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-04",,,"89","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-05",,,"88","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-06",,,"85","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-07",,,"81","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-08",,,"82","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-09",,,"82","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-10",,,"76","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-11",,,"84","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-12",,,"73","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-13",,,"84","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-14",,,"83","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-15",,,"86","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-16",,,"91","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-17",,,"90","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-18",,,"93","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-19",,,"93","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-20",,,"87","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-21",,,"86","73",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-22",,,"87","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-23",,,"79","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-24",,,"76","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-25",,,"84","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-26",,,"88","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-27",,,"84","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-28",,,"82","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-29",,,"82","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-30",,,"83","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-08-31",,,"88","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-01",,,"89","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-02",,,"89","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-03",,,"92","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-04",,,"90","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-05",,,"77","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-06",,,"84","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-07",,,"88","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-08",,,"92","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-09",,,"97","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-10",,,"92","71",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-11",,,"77","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-12",,,"75","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-13",,,"80","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-14",,,"69","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-15",,,"71","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-16",,,"84","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-17",,,"87","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-18",,,"89","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-19",,,"87","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-20",,,"83","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-21",,,"77","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-22",,,"71","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-23",,,"74","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-24",,,"77","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-25",,,"77","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-26",,,"71","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-27",,,"67","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-28",,,"74","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-29",,,"82","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-09-30",,,"81","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-01",,,"77","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-02",,,"59","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-03",,,"50","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-04",,,"53","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-05",,,"58","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-06",,,"61","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-07",,,"71","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-08",,,"71","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-09",,,"68","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-10",,,"71","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-11",,,"63","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-12",,,"69","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-13",,,"78","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-14",,,"73","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-15",,,"68","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-16",,,"63","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-17",,,"64","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-18",,,"55","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-19",,,"45","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-20",,,"54","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-21",,,"71","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-22",,,"70","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-23",,,"74","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-24",,,"52","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-25",,,"53","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-26",,,"63","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-27",,,"57","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-28",,,"59","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-30",,,"75","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-10-31",,,"61","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-01",,,"57","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-02",,,"62","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-03",,,"66","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-04",,,"74","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-05",,,"70","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-06",,,"72","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-08",,,"72","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-09",,,"57","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-10",,,"61","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-11",,,"56","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-12",,,"47","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-13",,,"57","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-14",,,"60","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-15",,,"45","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-16",,,"56","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-17",,,"63","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-18",,,"49","22",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-19",,,"52","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-20",,,"58","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-21",,,"61","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-22",,,"50","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-23",,,"46","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-24",,,"46","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-25",,,"45","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-26",,,"48","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-27",,,"58","34","    1",,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-28",,,"64","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-29",,,"53","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-11-30",,,"47","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-01",,,"41","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-02",,,"42","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-03",,,"56","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-04",,,"49","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-05",,,"51","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-06",,,"55","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-07",,,"60","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-08",,,"61","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-09",,,"42","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-10",,,"46","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-11",,,"61","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-12",,,"61","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-13",,,"62","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-14",,,"62","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-15",,,"63","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-16",,,"60","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-17",,,"47","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-18",,,"52","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-19",,,"49","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-20",,,"40","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-21",,,"42","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-22",,,"54","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-23",,,"60","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-24",,,"56","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-25",,,"69","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-26",,,"67","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-27",,,"53","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-28",,,"60","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-29",,,"35","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-30",,,"39","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2015-12-31",,,"34","27",,,,,,,,,,,,,,,,,,,,
"USC00371874","2011-06-28",,,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00371874","2011-06-29",,,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00371874","2011-12-07",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371874","2011-12-08",,,,,,,,,,,,,,,"    1",,,,,,,,,
"USC00371874","2012-01-06",,,,,,,,"    1",,,,,,,,,,,,,,,,
"USC00371874","2012-03-31",,,,,,,,"    1",,,,,,,,,,,,,,,,
"USC00371874","2012-05-25",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371874","2013-09-30",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371875","2015-09-10",,,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00371875","2015-11-23",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371875","2015-12-03",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371875","2015-12-11",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371875","2015-12-12",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00371875","2015-12-15",,,,,"    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-01","8.95","44","53","35","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2005-01-02","9.40","36","44","28",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014765","2005-01-03","6.93","49","53","44","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2005-01-04","6.93","42","45","39","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2005-01-05","7.83","36","43","28","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2005-01-06","8.72","30","35","25","    1",,,"    1",,"    1",,,,,,"    1","    1","    1","    1","    1","    1",,,
"USW00014765","2005-01-07","8.72","33","37","28","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2005-01-08","6.04","32","34","29","    1",,,"    1",,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2005-01-09","6.04","31","34","28","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2005-01-10","6.71","37","43","31","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2005-01-11","5.37","34","38","30","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2005-01-12","7.61","33","37","29","    1",,,,,"    1",,,,,,"    1","    1","    1","    1","    1","    1",,,
"USW00014765","2005-01-13","6.49","46","59","33","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2005-01-14","17.90","48","62","33","    1",,,"    1",,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2005-01-15","6.71","29","33","25",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-16","13.42","27","30","23","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2005-01-17","13.87","22","29","15","    1",,,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00014765","2005-01-18","14.09","11","15","6",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-19","3.36","16","29","3","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00014765","2005-01-20","9.40","24","29","18","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2005-01-21","12.08","11","18","3",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-22","8.72","13","27","-2","    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00014765","2005-01-23","26.84","17","28","5","    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00014765","2005-01-24","11.41","14","23","4",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-25","8.72","21","27","15",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2005-01-26","13.20","23","29","17","    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00014765","2005-01-27","15.43","12","18","6",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2005-01-28","8.95","12","22","2",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-29","4.25","19","36","2",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-30","8.72","32","39","24",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-01-31","11.41","24","31","16",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-01","2.01","23","36","9",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-02","8.05","25","38","11",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-03","9.62","30","36","23","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2005-02-04","13.20","34","36","31","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2005-02-05","10.51","41","50","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-06","11.18","37","45","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-07","3.58","40","52","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-08","4.03","34","43","25",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-09","4.70","44","53","34","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2005-02-10","8.50","36","41","30","    1","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2005-02-11","16.78","32","36","27",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2005-02-12","9.40","33","39","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-13","8.72","34","41","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-14","9.17","31","40","21","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2005-02-15","9.62","43","52","34","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2005-02-16","8.95","43","54","31","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2005-02-17","8.05","34","39","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2005-02-18","13.20","25","34","16",,,,,,,,,,,,,,,,,"    1",,,
