Recency,Frequency,MonetaryValue
44,4,756.4
80,2,77.19999999999997
30,53,1388.71
43,7,104.21
12,34,761.3000000000002
51,2,41.6
17,27,458.91000000000014
47,9,273.02
61,12,199.6
9,62,1028.95
1,73,4117.690000000001
129,8,91.41
33,1,17.700000000000006
314,5,37.5
19,11,97.19
89,11,49.65
3,25,373.13000000000005
2,3,63.3
254,5,119.85
157,1,30.6
37,28,472.12000000000006
177,2,26.4
41,7,93.82
3,64,571.8100000000002
11,64,36160.84000000001
2,20,336.92
18,8,239.55
234,13,81.40000000000002
204,1,17.700000000000006
127,3,221.95
16,17,90.43
44,24,97.5
95,3,64.0
23,28,179.89
61,2,27.6
17,40,359.14999999999986
159,2,86.4
11,7,128.15
15,1,30.0
17,12,261.40000000000003
45,14,163.16999999999996
192,36,154.38
80,2,27.6
78,8,171.33999999999997
4,15,208.26
66,4,62.7
262,5,74.28
59,8,132.04000000000002
1,17,590.21
2,14,442.2
249,3,129.15
8,4,66.82
359,2,57.15000000000001
76,2,41.56
290,5,59.46
30,1,16.5
221,6,87.15
10,5,98.1
3,4,36.78
207,26,677.68
162,10,206.6
76,1,22.5
262,16,100.95
58,73,1260.53
25,1,12.6
3,175,16805.440000000002
155,14,452.35
129,5,26.500000000000004
32,15,114.49
16,29,161.36
309,3,52.2
18,12,306.25
54,6,107.84
30,8,110.96
2,12,144.3
12,6,80.94
360,3,110.1
5,2,102.3
54,10,158.23
2,49,825.7199999999998
2,49,339.06000000000006
191,2,57.0
54,1,30.0
281,2,25.2
30,25,280.8299999999999
26,3,23.76
25,5,137.7
270,3,14.3
44,28,93.23000000000002
234,1,16.5
24,2,57.18000000000001
198,9,50.94
360,12,82.2
72,3,69.6
130,1,1250.0
2,13,284.17
20,22,124.41
206,1,24.9
15,10,158.04999999999995
95,4,157.85
20,4,22.63
52,12,204.36000000000004
25,8,73.1
9,32,206.87
8,31,753.56
333,5,44.6
51,54,306.1699999999998
72,1,13.05
30,5,90.22
243,3,86.10000000000002
9,77,731.28
219,1,18.72
5,10,127.44
253,10,98.16000000000004
1,74,1529.5099999999998
237,8,87.66000000000003
8,10,393.7
110,42,224.65000000000003
101,2,43.7
61,48,459.37999999999977
3,37,272.97
74,13,252.47000000000003
4,35,677.83
86,5,108.0
13,15,76.57000000000002
24,47,613.3599999999999
214,12,576.1200000000001
18,5,70.14
3,94,840.2799999999999
79,3,37.38
218,16,77.67
34,12,32.629999999999995
41,48,261.33000000000004
8,119,731.3400000000001
54,35,671.71
23,51,674.07
58,22,80.08
204,2,36.7
174,1,163.2
6,18,293.7
313,21,56.38
60,2,40.8
22,5,421.2
33,8,152.61
15,5,82.0
19,76,479.38
6,25,419.23000000000013
170,3,61.6
2,9,121.25
32,14,215.56
37,56,434.78
20,6,71.38
32,6,108.19
277,1,22.5
87,1,236.88
120,6,101.68
2,38,828.5399999999997
220,8,141.9
61,18,347.45
139,11,174.19000000000003
22,2,50.1
12,48,773.0199999999996
26,47,928.87
37,14,371.26
11,10,187.39000000000004
74,19,408.62
26,7,232.04
18,32,583.0799999999998
142,8,71.67
26,24,546.99
19,6,91.58
66,1,25.5
67,25,446.77
2,2,83.1
86,13,554.3
228,3,50.4
16,5,269.4
51,26,830.74
2,48,288.29
75,4,76.92000000000002
2,127,3615.15
59,6,101.72
2,61,2805.13
264,2,42.66
53,7,512.75
24,4,63.80000000000001
11,19,351.0900000000001
44,4,78.1
17,29,537.3
8,71,1434.9599999999996
31,54,913.8300000000003
359,1,15.9
128,8,135.07
138,2,32.4
142,4,78.46
132,6,93.4
39,29,603.82
237,3,42.9
17,21,339.04
253,5,98.0
31,15,210.44000000000003
36,6,108.84
169,8,267.26
4,18,313.00000000000006
5,76,2040.7100000000007
337,1,15.0
188,11,64.30000000000001
170,3,39.5
290,1,20.28
45,9,155.04000000000005
321,1,15.0
30,52,1178.7099999999996
233,3,63.45
38,46,937.9
114,10,341.71
97,17,526.0699999999998
192,2,474.40000000000015
72,8,217.7
17,41,672.9999999999999
16,17,290.58
4,35,641.8800000000001
4,43,870.9199999999997
129,9,138.64
39,7,79.78999999999998
137,5,101.1
3,130,2306.830000000001
114,4,52.48
20,17,377.95
12,9,547.4799999999998
333,4,76.47
4,17,286.6
241,1,31.6
179,5,105.34
6,36,385.77
1,19,190.67
2,125,1215.3900000000006
20,77,639.8300000000003
18,14,69.98
33,4,104.07
51,14,184.23
211,9,54.17
16,5,37.1
9,20,341.47
13,62,739.3199999999998
276,5,235.3
57,15,80.34
11,16,40.0
97,24,177.1
25,38,139.48000000000002
22,11,69.72
160,1,7.95
73,6,31.92
54,3,37.35
86,18,78.45
153,14,175.90000000000003
74,2,829.45
282,2,18.9
27,38,405.76999999999987
26,13,51.28999999999999
180,11,45.56999999999999
41,10,94.75
23,21,134.84
23,77,520.9299999999998
38,17,215.65
83,24,195.68
74,3,216.66
12,10,156.70999999999995
17,8,673.7400000000001
5,173,1638.2500000000002
13,15,67.55000000000001
15,81,363.75999999999993
37,3,8.14
5,6,33.43
72,7,516.35
52,2,40.08
6,48,482.93
2,8,151.3
50,13,28.78
3,9,36.68000000000001
48,3,23.15
43,35,327.72
27,21,410.85000000000014
43,18,77.14
2,1497,7535.589999999971
304,6,21.58
82,12,366.94
219,5,63.55
12,9,42.4
186,4,37.75
2,2,105.0
18,11,4185.5
6,36,1038.4
305,5,7.52
4,52,457.21999999999986
324,1,90.0
60,18,322.76
13,21,123.59
31,66,1837.8400000000006
31,19,108.77
108,8,114.4
3,45,255.94000000000003
205,5,54.48
81,11,436.27
226,6,38.95
171,1,20.4
44,5,54.96
174,2,5.8100000000000005
365,7,138.9
305,1,4.95
4,26,146.91999999999996
4,17,123.5
13,12,33.33
32,15,70.97
130,3,9.2
39,16,225.61
213,3,32.65
323,24,143.3
163,7,34.85
58,6,32.2
226,2,15.54
72,41,178.41
45,3,26.88
173,13,40.34
86,7,27.64
160,10,47.6
191,1,15.0
30,2,6.44
22,9,51.3
157,3,103.44
248,2,9.45
10,7,38.16
311,7,50.9
59,12,59.25
4,14,60.09000000000001
46,24,99.8
89,6,288.24
5,134,906.7299999999997
65,21,116.05
12,5,413.4
134,5,58.39
46,6,70.53
113,1,272.0
36,8,377.63999999999993
135,11,48.45
30,17,234.85
59,6,233.91
142,2,5.5
6,20,104.09000000000003
9,11,915.06
160,4,38.44
165,3,483.34
234,5,21.55
38,2,45.04
57,12,6901.580000000001
73,7,34.15
40,4,241.08000000000004
6,103,489.93
199,3,212.95
67,7,22.62
117,2,397.8
172,3,4.19
22,51,254.57
143,9,24.96
32,15,57.28
38,72,695.1800000000003
152,11,105.98
167,6,36.5
212,4,47.1
242,6,28.64
52,2,39.66
25,32,176.74
16,66,1154.62
30,3,99.25
36,27,115.35
205,10,94.70000000000002
146,11,31.15
23,4,92.85
186,4,41.85
12,5,10.509999999999998
237,10,213.65
122,21,223.77
75,34,486.23999999999984
38,11,49.26000000000001
13,19,163.65
363,6,15.95
4,14,44.10000000000001
24,6,91.45
71,5,66.77000000000001
236,6,54.85
257,1,2.5
156,12,80.33
29,7,27.65
5,12,30.559999999999995
33,24,282.42
170,1,179.0
109,3,6.799999999999999
36,32,86.43999999999998
153,8,179.79
99,5,46.3
5,2,85.05
335,2,32.4
66,4,10.99
22,17,56.08
36,8,75.64
33,15,79.82
155,6,13.25
246,3,70.80000000000003
12,90,1043.13
54,1,14.85
25,10,37.87
5,22,423.41
46,4,17.94
204,2,17.32
360,1,15.0
71,5,86.89999999999998
8,77,1503.0300000000007
289,5,116.65
10,1,81.6
45,3,41.12000000000001
66,9,262.25
174,2,47.1
6,32,568.9100000000002
76,2,65.7
41,4,70.45
27,99,491.66
258,2,29.3
186,2,12.84
115,15,434.34
24,31,540.85
9,37,452.95999999999987
218,6,94.0
46,28,748.24
113,2,47.40000000000001
26,9,87.78999999999998
331,5,63.2
275,2,35.099999999999994
62,10,43.42000000000001
3,22,3084.7200000000007
94,10,604.0400000000002
82,13,433.86
313,9,314.45
12,53,291.47
8,21,515.58
128,6,53.91999999999999
12,13,77.75
2,76,48060.34999999999
38,4,83.75999999999998
38,6,13.849999999999998
330,8,152.79999999999995
255,4,58.6
2,84,1735.5400000000004
20,8,51.2
13,4,72.5
291,6,50.6
68,84,298.12999999999994
26,10,60.81
11,238,1131.8199999999995
215,3,22.75
155,10,222.47000000000003
9,79,372.11
25,9,120.65999999999998
30,43,249.28000000000003
61,13,76.22000000000001
20,9,52.55
244,1,12.75
16,16,229.89
30,6,355.9899999999999
64,7,162.44
296,1,9.9
18,42,1635.7200000000007
158,5,292.92
117,17,289.3900000000001
31,11,701.1999999999998
13,41,491.54999999999984
221,1,17.700000000000006
46,1,39.6
216,1,19.0
33,9,154.5
135,9,185.95
4,4,88.8
76,7,109.4
13,21,120.91
10,11,146.1
302,2,33.300000000000004
58,14,239.74999999999997
16,14,271.26000000000005
38,1,10.5
178,3,113.04
36,3,115.5
177,17,150.61
61,2,75.9
34,7,184.15
59,12,319.85
36,38,2034.4999999999993
87,5,315.42
359,1,17.4
32,13,254.55
129,21,332.62999999999994
10,23,359.09
5,24,353.44
25,15,125.60000000000002
228,7,102.6
250,1,17.700000000000006
16,18,555.36
78,11,172.15000000000003
331,2,37.6
72,7,131.0
166,2,32.46
83,5,653.8399999999998
96,24,123.2
5,36,1160.77
107,8,21.88
200,14,308.9600000000001
158,6,34.0
72,50,496.75999999999993
37,5,66.45
2,23,408.82999999999987
44,10,150.55
327,17,95.15
237,2,27.9
32,5,111.1
30,5,94.7
282,6,108.96
3,21,330.99
227,1,152.64
23,10,145.07999999999996
5,41,956.5400000000003
4,56,1175.0199999999998
45,45,1112.96
80,6,105.49
12,30,1626.5399999999993
10,14,490.44
193,22,444.7000000000001
82,7,111.2
72,25,392.57
30,9,140.29999999999998
3,12,215.04
219,12,232.24999999999997
47,1,297.0
10,19,344.98999999999984
73,16,682.5700000000003
8,40,673.61
123,12,216.91
18,2,29.22
311,8,130.62
88,3,444.96
51,22,119.06
40,22,394.39000000000016
25,4,246.2
173,30,571.89
44,6,99.5
141,1,2.88
26,10,206.12
73,9,157.88
39,3,50.3
3,38,642.44
31,2,30.15
44,4,67.68
59,4,48.78
278,2,38.7
181,2,31.8
8,2,30.700000000000006
4,152,432.92999999999984
43,15,395.76
