review,sentiment
it was a fun film to look at though the chance this happened in your street is small there are still a lot off recognizable situations that will ring a bell the simplicity of the film and the humour do work i must admit that you don t have to see it in a theater it will do very well on a small tv set tip see it with some close friends ,1
this is a generally nice film with good story great actors and great songs the cinematography was unfortunately bad one of the film s weakest points is the annoying chain of sequences copied from pretty woman why does it hurt to attempt some originality abbas mustan anyone the film is about a newly married couple raj and priya salman rani priya cannot conceive after an accident she had during the previous pregnancy and they finally decide to use a surrogate mother who will carry their child they pick madhubala a vulgar prostitute played by preity zinta the film is not really realistic i mean isn t it easier to adopt and even if they pick a girl does it mean the man has to sleep with her have you heard of insemination anyway i guess if the writers had heard of all this the film wouldn t have been made so the concept is apparently intentional salman acts very well it s nice to see him playing a serious character but his character suffers from unnecessary and cheap dialogues about his great love to his wife and how hard he finds it to sleep with another woman come on it s cheesy and unrealistic rani is just about ok she is generally effective and does try to do something with the role but gets completely overshadowed by preity zinta the film belongs to preity who steals the show in a big way with her flawless performance she makes the transformation from a loud prostitute to a sensitive woman easily and naturally she lives the film emotes and makes you love her and admire her at the same time partly because of her role partly because of her magnetic and positive personality this is one of her career best performances there is no doubt she is more talented than her industry contemporaries she just should do more such roles the film s ending only highlights what i said above it is tear jerking exciting and very well acted watch it for preity 7 10 for the film 10 10 for preity ,1
i had read up on the film and thought it would be cute a feel good saturday night movie i wasn t expecting anything great figured it would be mostly fluff but hopefully not a totally bad experience i have to admit i was pleasantly surprised the dialogue was pitch perfect most of the actors were exceptionally good and it flowed nicely ash christian was perfect his ability to turn an awkward moment into something touching was nice to see he could have turned this character into something we ve all seen before but instead strayed away from stereotypes and focused on the wittiness of the character it was wonderful to see jonathan caouette again i didn t know what he would do after tarnation ashley fink is gem a great young character actress that hopefully will get more work there are moments in the film that could have used some work but all in all not a bad time at the cinema my friend described it as a gay angus napoleon dynamite but it s something more than that it s a character study into what it s like to grow up gay in a small town the pain is there but the humor behind that pain that only age can make clearer is magnified i look forward to seeing more of ash christian ashley fink and jonathan caouette soon ,1
the famous french detective henri cassin takes his first vacation in 11 years in st margot where he meets nanette the daughter of the vacation spot proprietors despite nanette being promised to childhood sweetheart leon henri and nanette fall in love and decide to marry despite nanette s father objecting due to henri s age on the day of their wedding leon returns and nanette runs after him nothing is heard of the two until both are found dead and henri swears he won t rest until he can find the killer the only clue henri has to work with is a footprint found by leon but he is also getting written warnings that others will die soon soon nanette s mother is found dead and henri has no idea as to the identity of the killer thinking himself a failure he returns to paris then he realizes and fears that the killer can be only one person even though none of his colleagues can believe his explanation out of the ordinary murder mystery that doesn t really follow the formula in other of the genre by columbia or other b studios credit to that certainly goes to director lewis who does manage to turn this into a noirish film despite the setting of the film also aided by the use of good camera work and lighting geray turns in a very good performance in probably his only lead and the rest of the cast is able to carry their performance rating 8 ,1
this as the first of the ma and pa kettle flicks marjorie main ma steals the show in anything she does funny to see ida moore as emily the daffy old lady on the train god she was always old she was in desk set and alfred hitchcock presents their new house is also a co star here its the house of the future with some really cool inventions that pa doesn t care for love the painting gag keep an eye out for tom he starred in nanny the professor unfortunately he died real young oddly enough his last role was on the series death cruise weird directed by charles lamont who not only directed several of the kettle films he also did a bunch of the abbott and costello flicks so he must have known a thing or two about comedy fun story plain simple humor even the release date was april fool s day 1949 the story starts out by showing us what backward and country folk they are the neighbors are even native americans but as the story progresses we have sympathy and respect for them ,1
don t get me wrong goldeneye was revolutionary and is definitely the best fps game to be based on the 007 franchise but the series had fallen into a fps rut enter everything or nothing which puts bond in third person when i wrote my earlier review for from russia with love i had finished frwl and just started eon and judged eon a bit harshly even though frwl definitely has the edge in nostalgia and capturing the essence of the movie franchise eon definitely is superior in terms of in depth controls and gameplay variety missions range from standard running and gunning to driving an suv driving an aston martin driving a limousine that is wired to explode commandeering two different types of tanks a la goldeneye riding a motorcycle flying a helicopter repelling down a shaft guarded by laser tripwires and free falling after a plummeting damsel sure vehicle controls are a little clumsy but the issue here is the variety as movie adaptations goldeneye and frwl were all that i could have hoped for but eon s original storyline adds to the feeling of controlling a james bond adventure this is helped by the impressive cast list of willem defoe shannon elizabeth heidi klum and misaki ito judi dench and john cleese reprise their movie roles of m and q respectively and pierce brosnan while no sean connery adds credibility to the game s proceedings all characters resemble the stars with the disappointing exception of heidi klum who s in game model doesn t do the real life model justice mya s theme song is on par with at least some of the big screen bond title tunes the game also plays tribute to some of the older bond movies willem defoe s character is a former colleague of christopher walken s baddie from a view to a kill richard kiel appears as jaws the hulking henchman from the spy who loved me and moonraker in three fight scenes the first and best of which proceeds in the same fashion a fight in the movies would have single player gameplay mainly consists of standard on foot missions as bond like bond you will be able to choose whether to use stealth or go out with guns blazing the game provides plenty of opportunities to utilize stealth with plenty of wall and object cover unfortunately unlike frwl only one button in eon controls both crouching and wall clinging so bond may end up crouching low when he s supposed to be peeking around a corner and vice versa the game also allows players to go into bond reflex mode while you browse your inventory everything around you will go into super slo mo allowing you to analyze objects around you that can be interacted with while this takes some getting used to eventually this mode will allow you to perform many spectacular bond moments such as shooting down a chandelier to take out four goons underneath and greatly add to the bond movie feeling there are 3 available difficulty levels operative agent and double oh on operative you can breeze through in a few hours on agent a few weeks on double oh a few months the difficulty level can be changed for each individual mission garnering high scores on missions will unlock gold and platinum awards and effect features such as vehicle upgrades and the skimpy outfits the bond girls wear some missions can be extremely frustrating due to a scarcity of checkpoints but when all is said and done no mission is any longer than a single action scene in a bond movie multi player unfortunately is not as thrilling goldeneye still has the best multi player mode of any bond game eon s main multi player is a co op campaign mode that puts players in charge of lesser mi6 agents on a less important mission than bond s a more standard third person death match can be unlocked from this mode but the single player mode is the most complete bond experience to date the ending as with most bond games is anticlimactic while the final mission is one of the most aggravating of the game the final confrontation with the villain is disappointing also levels that require bond to be speedy become largely a matter of trial and error still for any serious bond fan not playing this game is tantamount to missing one of the bond films ,1
how could this get a 6 0 rating are we as horror fans so used to horror films being so utterly bad these days that when one comes along that has some and i repeat only some redeeming quality s we get much too excited and give a rating that is just a wee bit too high the director has a certain visual flair no doubt about that but in between some decent shots he forgot a good story mood or scares it had a very slow first act lazy killing scene s annoying and flat characters and a very stupid and very unbelievable twist and what s with the portrayal of american teenagers in so many of these kinds of films do they always have to be this stupid irritating and so godd mn superficial i don t remember teens being like this when i grew up here in holland all things considered in can t give this film anything more that a 4 out of 10 rating ,0
as others have pointed out this movie is a load of pretentious drivel for the mindless or masochists we all know after seeing trainspotting and acid house that scotland is one of the most depressing places in the first world but unlike trainspotting and acid house without a good dose of humour or gritty realism movies like this do not work and even more importantly without a decent script a movie will not work and there is nothing new inspiring or thought provoking about the script for this movie the fact that this movie won a couple of bafta s shows how bad the british film industry is at the moment i thought the aussie movie industry was pretty bad at the moment but unfortunately the british industry is even worse this movie is so bad i wouldn t even bother renting it from the weeklies section do yourself a favour and give this movie a wide berth ,0
it s a short movie for such immense feelings the last 20 or so minutes are among the most intense in the recent years of the industry huston john is dying and only love can make the difference the actor s work in the long evening scene is absolutely marvellous ,1
watching this again after a gap of many years and remembering the flop it was upon its original release i am surprised at how well it has held up one of the reasons for its failure was that one generation just thought it was over indulgent crap and a younger one was disappointed that it did not show the full hippy glory seen now it is clear that antonioni was already aware of and fascinated by the heady mix of fervent enthusiasm for change and a lack of any clear vision for the future the lead pair are excellent and it is shameful that they took so much flak for the film s perceived failure they are ideal and convey perfectly the various contradictions and demonstrate a pure delight in lovemaking i blame others for the over emphasis on the student revolt sequences at the start but have to say that from there on in this is one of the directors most beautiful looking pictures and he certainly got the very best out of the man made and natural landscapes oh and i haven t even mentioned the highly explosive ending ,1
first of all season 1 is intolerably bad the prison is ridiculously unrealistic the characters are so two dimensional they re nearly transparent and the direction is terrible it runs like a bad video of a junior high school play characters wandering past the camera and uttering highly timed and rehearsed lines passing off as random prison talk soon the show gets better but not by much the return from the commercial break is always accompanied by some ridiculous monologue by wheelchair bound augustus hill who is played impressively by harold perrineau the only time his character is consistently bad is during the bad performance art monologues most of which take place in an inexplicable rotating glass cube and generally have nothing to do with what s taking place in the show unfortunately the bad ideas in oz could fill an encyclopedia of several volumes consider the whole situation first of all prisoners are able to hang out in plain sight getting drunk doing drugs and they not only have cd players cds they might as well pass out steak knives but all incoming mail is thoroughly examined by prisoners christ the place is like a men s club with guards guards that don t do much near the end of season two an older prisoner s grandson is diagnosed with leukemia and all of the prisoners pitch in thick wads of 20 and 50 bills to help send him to disneyworld to fulfill his dying wish these have to be the richest prisoners in the world every single prisoner in oz all of a sudden became caring loving guys except kenny wangler an irritating character but one of the only ones who is consistently convincing even adibisi wanted to be nice but that s okay because there is no order or sense in the show so even this is not much of a distraction later shockingly there is a boxing scene in which one inmate is wearing an i love cops t shirt in prison can you imagine i have a cousin who was in prison a few years ago i sent him an old picture of us with some friends in high school and in the picture one of my friends was holding an i love cops bumper sticker and one of the woods guys who have been in prison for years and years saw the picture but just grabbed it and ripped it to shreds my cousin got lucky kenny wangler also constantly berates the guards and even more senior officers for not calling him bricks one of them even tried to bribe him to go to an english class you may lose track of who is in charge the prisoners or the guards more than one investigator for example goes into the prison undercover and gets killed trying to stop the drug trade personally i would just stop letting prisoners inspect incoming mail rather than risk the lives of investigators let s see what else shillinger s son od s in solitary and no one thinks to ask the guard how he got the drugs he just got them i guess and make sure to pay attention otherwise you ll miss the reason why the prisoners have enough money to be able to afford ascellular dermal grafts when they get bad gums i didn t know guests in maximum security prisons were afforded such luxurious treatment options how about this when robson asks about dr faraj s schedule so he can ask what race of gums he was given faraj is so terrified that he goes to the warden and quits his job on the spot do doctors and dentists not have the right to request not to see certain prisoners after poet and o reilly make the announcement to the entire prison robson asks to see dr faraj and is escorted to his office brought in without knocking and the guard promptly leaves without a word they might as well give him a gun i shouldn t go on about stupid ideas in this show but it s like a flood i can t stop it who thought of the chinese refugees who can t speak chinese and who disappear en masse from sight unless they re needed who thought of the goofy religious wars and all the reverend prisoners who though of robson s gum transplant what s the deal with busmalis and agamemnon agamemnon because he clearly doesn t belong in prison and busmalis because of the whole thing with his grandson macbeth because it was nothing but a ridiculous means to an end as it were but what are the worst ideas things that go nowhere which are constant an irish man comes to the prison and builds a bomb he threatens to blow up the entire prison the bomb turns out to be a dud and the episode ends with him being led away by the bomb squad after the entire prison is evacuated nothing is ever heard from him or about the whole situation again it s like it never happened in one episode prisoners are given dogs to train what the hell if that wasn t bad enough during one training session a guard fires his gun inside the prison walls as a training exercise no one seems to mind i also like how anytime some kind of altercation breaks out the culprits are pulled aside they don t say anything and the guards or warden or sister pete or whoever always says i hope you don t think i m gonna let this go and then they walk away and let it go the audience won t remember maybe i m spoiled by prison break but oz is just a goofy prison drama that might be better as a play a short one at least a low budget movie there is just not enough here to sustain a multi season tv show then again i watched six seasons of it on dvd sometimes i don t understand myself ,0
a cheesy b crime thriller of the early 50 the story is droll the characters wooden allison hayes and abbe lane are the only two sexpots that make it an eye catcher but one short shot only a few frames long shows an el train crossing the river on the state street bridge of the 6000 series pullman built cars painted in their original 1950 paint scheme as they were delivered when new in 1950 for traction fans like me that one short take makes the picture worthwhile i think films like this one ulmer s detour d o a with edmund o brien the fugitive with harrison ford and others of the film noir genre big city crime dramas make it interesting if for nothing other than the fact that i know chicago and san francisco intimately and recognize most of the street locations other wise it s a really droll boring film ,0
this is a very beautiful and almost meditative film there is hardly any dialogue in it apart from the narration and the scenery and music compliment each other perfectly i didn t at first connect the red hair of the girl and the fox until it was pointed out to me by a friend who also has red hair it is almost an old fashioned type of children s films saying that children nowadays prefer animations like shrek or toy story etc but i feel that young people should be introduced more to the beauty and wonder of nature which this film certainly does maybe not the best ever film of its type but certainly an excellent and relaxing view for all ages not just children ,1
this is undeniably the scariest game i ve ever played it s not the average shoot everything that moves kind of fps which i usually don t care much for but the acceptable gfx interesting weapons and magic great surround soundeffects scryeeee scryeeee and above all incredible atmosphere i love the scrye which enables you at certain places in the games to see or hear events that happened there in the past the only game i ve had to take regular breaks after a few minutes of playing just because of the intensity of the atmosphere i m a great horror fan escpecially of clive barker s stories and movies and participating in a horror story like this makes me yearn for more games that emphasizes atmosphere and a more involving story 9 10 1 because i m no fps fan and perhaps the game was a bit short ,1
this show lasted for most of the 1980s and had its moments but plots were usually dishwater thin and often painfully unfunny terry scott and june whitfield were wasted in this sitcom they both deserved better but it does provide some fond memories and i have found myself smiling at some repeated scenes june whitfield s talent for comedy is allowed to shine through on occasion when she is not being a foil to terry and she really is clever the 1980s is the last decade where you will find this kind of middle class middle aged comedy and many people remember it fondly but i prefer to remember the decade for alternative comedy and the biting satire of spitting image ,0
the cell is weak on plot filled with holes and has pretty lousy acting as well but none of this matters for director tarsem singh has given us one of the most visually stunning movies ever the whole plot is just an excuse to let tarsem fool around and take you into the minds of a serial killer bringing the audience some shocking pleasing breath taking and mind blowing images the images from this beautiful movie will stick with you for a long time to come this movie is a perfect case for the suspension of disbelief theory forget the silly plot just let your senses be overwhelmed with the images and j lo looks stunning enough to add to the rest of tarsem s work the cinematography is harrowing the music haunting the costumes just stunning the movie is less of a movie and more of a work of art its just that the medium is not canvas anymore it is the big screen and celluloid one of the most refreshing movies of this decade the cell is a must watch a bold new step in movie making an enthralling 8 ,1
i m disappointed that reiser who wrote the film felt the need to use so much profanity for no reason whatsoever maybe that s his idea of adult films plenty of nasty words with bathroom humor thrown in i thought better of him and think less of him for this movie falk s acting and some moments of humor as well as some possibly important themes are what made me give it such a high rating this might be a good movie for adult children to watch and laugh over about their own folks and their foibles but the lack of consideration for audience families seriously detriments what could have been a family film but fails certainly not worth spending money on though it might be worth a watch for free on television ,1
did anyone read the script this has to be some of the worst writing and directing of the entire year three great actors paul giamatti rachel weisz and miranda richardson couldn t pull this one out about two thirds it looked like giamatti eyes were saying i can t believe i signed the contract it s not the worst movie i ever saw but it s on the really really bad christmas movie list not enough lines but what else can be said okay the movie just doesn t move with vaughn s con man dialogue his character is just a creepy guy that you just can t get past it was just a lackluster walk through that no one seemed to be able to get into ,0
the british production company amicus is generally known as the specialist for horror anthologies and this great omnibus called the house that dripped blood is doubtlessly the finest amicus production i ve seen so far admittedly there are quite a few that i have yet to see though the house that dripped blood consists of four delightfully macabre tales all set in the same eerie mansion these four stories are brought to you in a wonderfully gothic atmosphere and with one of the finest ensemble casts imaginable peter cushing christopher lee cushing and lee are two of my favorite actors ever as well as denholm elliott and the ravishing ingrid pitt star in this film so which true horror fan could possibly afford to miss it no one of course and the film has much more to offer than just a great cast the house that dripped blood revolves around an eerie rural mansion in which strange things are happening in four parts the film tells the tales of four different heirs the first tale method for murder tells the story of horror novelist charles hyller denholm elliott who moves into the house with his wife after moving in the writer suddenly feels haunted by a maniac of his own creation the first segment is a great kickoff to the film the story is creepy and macabre throughout and the performances are entirelly very good in the second story waxworks retired businessman phillip grayson peter cushing moves into the house and suddenly feels drawn to a mysterious wax museum in the nearby town the great peter cushing once again delivers a sublime performance in this and the rest of the performances are also very good the tale is delightfully weird and the second best of the film after the third the third tale sweets to the sweet is by far the creepiest and most brilliant of the four john reed christopher lee moves in with his little daughter the private teacher and nanny mrs norton whom mr reed has employed to instruct his daughter is appalled about her employer s strictness towards his daughter and is eager to find out what reason the overprotective father s views on upbringing may have this best segment maintains a very creepy atmosphere and a genuinely scary plot christopher lee is as always superb in his role nyree dawn porter is also very good as the nanny and my special praise goes to then 11 year old chloe franks this ingenious segment alone makes the film a must see for every true horror fan in the fourth segment horror actor paul henderson jon pertwee moves into the house with his sexy mistress co star carla ingrid pitt this fourth story is satire more than it is actually horror it is a highly amusing satire however and there are many allusions to other horror films at one point henderson indirectly refers to christopher lee who stars in the previous third segment all four segments have a delightfully macabre sense of humor and a great atmosphere as stated above the third segment is by far the creepiest and greatest but the other three are also atmospheric and often macabrely humorous horror tales that every horror lover should appreciate an igenious atmosphere a macabre sense of humor genuine eerieness and a brilliant cast make this one a must see in short the house that dripped blood is an excellent horror omnibus that no lover of british horror could possibly afford to miss highly recommended ,1
indeed cynthia watros is in this movie as elizabeth talking to desmond though i m just wondering how she ended up as a rehab patient where hurley is also in there trying to reduce his weight as seen from the previous episodes anyway this last episode is really suspended the ending is not so understandable i think the writer did expect the audience that there is a season 3 coming i just hope the next season will give light to more unclear hanging events that were happened just can t wait further for season 3 ,1
this is a very bad movie however i read that it was made by a high school teacher so maybe i should give it at least a tiny bit of praise for it s ambitious yet awful special effects here is the plot a monster emerges from a pile of trash and pollution in the town of milpitas california and embarks on a destructive rampage i m about to spoil the big surprise about what the monster looks like so please read the rest of this at your own risk you have been warned the monster looks sort of like a giant two legged fly wearing a gas mask in some scenes the monster is an actor wearing a costume in other scenes the monster is created by stop motion animation the acting is terrible the dialogue is terrible the special effects are terrible the plot is predictable stay away ,0
it really impresses me that it got made the director writer actor must be really charismatic in reality i can think of no other way itd pass script stage what i want you to consider is this while watching the films i was feeling sorry for the actors it felt like being in a stand up comedy club where the guy is dying on his feet and your sitting there not enjoying it just feeling really bad for him coz hes of trying id really like to know what the budget is guess it must have been low as the film quality is really poor i want to write the jokes didn t appeal to me but the reality is for them to appeal to you you d have to be the man who wrote them or a retard so imagine that in script form and this guy got that green lit thats impressive isn t it ,0
i will keep this as short as possible as this piece of crap barely warrants a mention zombie 90 is one of the worst films ever made right up there with schnaas other horrible zombie entry zombie doom aka violent sh t 3 these films suck so bad that everyone involved in their creation should be shot i somehow managed barely to sit through zombie doom but zombie 90 is so horribly inept even when compared to schnaas other horrible film that i had to fast forward through everything after the first 10 minutes zero acting skills inept gore horrible camcorder style camera work ridiculous dubbing it just goes on and on i really can t find a single thing redeeming about this garbage and i can usually find something redeeming in just about any film this truly is one of the worst films ever made you ve been warned 1 10,0
if bob ludlum was to see this mini series he would have cried this was complete waste of time and money i have read the book and even though movies are not exactly what the book may be cbs wasted time and money on this and it is embarrassing to claim that this was ludlum s work may be the creator should check out the bourne identity with richard chamberlain and see how good that tv series was poor mira blair anjelica and colm why did they sign to stoop this low horrible ,0
true the idea for this tv series may have sprung from the immense success which ally mcbeal is enjoying worldwide even here in germany however this said edel starck is very different from ally mcbeal in many ways the two main characters work beautifully together felix edel felix noble played by well known german actor christoph m ohrt and sandra starck sandra strong noble strong get it played by charming rebecca immanuel exchange quick romantic repartees and continually spy on each other while engaging in sitcom like criminal cases in berlin and surroundings further they are aided by a magnificent cast of co stars most notably their secretary played by isabel tuengerthal who is a rare gem with great comic potential also the shady wheeler dealer otto and the noble childhood pal of felix frank work very well not to forget sandra s best friend and room mate patricia played by the beautiful barbara demmer all in all a joy to watch on monday nites no wonder that the series and its stars have received several prizes will felix get sandra i hope that we will have to wait for many more episodes to find out ,1
this movie is the last straw in a list of films i have seen this week that have pushed me over the edge and forced me to join imdb and spread some warning to the public it was absolutely horrible the film was drawn out and painfully boring the sound effects and even picture quality seemed like they came from willow 1988 or maybe even conan the barbarian 1982 the battle of bannockburn was absolutely absurd this largest filmed reconstruction of medieval battle ever staged in the british isles made me snicker there wasn t even a coherent formation at all just a few guys with spears and horses running right through them the scenes of douglas especially in the last battle were simply horrible as was most of the acting in the film ,0
dr chopper starts shortly after teenager nicholas robert adamson mum has died he is still cut up about it but every cloud has a silver lining in this case it appears that his mum owns a log cabin at lake tatonka the self proclaimed friendly place for happy people that she didn t tell him about so nicholas together with his girlfriend jessica chelsey crisp three friends jimmy butch hansen reese chase hoyt tamara ashley mccarthy head out there for a fun weekend unfortunately things don t go according to plan the cabin turns out to be little more than a run down shed their neighbours turn out to be dr chopper ed brigadier his two nurses who go around killing anyone they meet to use them in horrible experiments going straight to video dvd dr chopper was edited directed by lewis schoenburn this film seems to be having a hard time here on the imdb with some pretty harsh reviews while i think dr chopper as a horror film is pretty worthless i don t think some of the criticism i ve read is entirely justified the script which takes itself very seriously is credited to ian holt whether he likes it or not who has a role in the film as detective crocker according to the imdb cast list although i can t remember any character of that name maybe he was one of the cops at the start anyway the basic story is alright i suppose although it s a tad dull lasts for too long it s typical slasher fare with some sort of evil character running around bumping off our annoying american teen cast you know the drill by now besides some brief undeveloped nonsense about dr chopper using body parts to replenish his own deteriorating body there s not much story here the script seems to exist solely to invent situations for girls to take their tops off there s the inevitable sex scenes there s a sequence where some girls have to complete a sorority house initiation topless there s even a couple of lesbians here as well one of whom is seen without her full compliment of clothing oh when i say topless i mean they aren t wearing any tops but they all keep their bras on so you may want to bear in mind there isn t any actual full frontal nudity in dr chopper at all so there you have it really it s an average story that has a mildly surprising twist at the end which is wasted is populated with poor clichéd dumb character s that exist only to showcase some cheap gore scenes girls in bras to be honest i expect a little bit more from my films but then again maybe i m just being picky director schoenburn does ok actually this is by no means the worst looking film i ve seen although it still looks cheap there s no style here i didn t think it was scary there s no atmosphere either the gore is restrained restricted to some dead bodies severed limbs there s nothing new here or any particularly convincing special effects dr chopper is also one of those films where character decisions motivations are ridiculous technically this is a little rough around the edges but is reasonably well made on what was probably a really low budget the forest locations are suitably isolated although the cops office looks like someones front room the two nurses outfits at the start look like stripper outfits the acting is alright it could have better but i ve certainly seen worse dr chopper indeed features a doctor who rides around on a chopper motorbike but unfortunately that just isn t enough to satisfy me despite it being a reasonably competent production the lack of any real gore nudity or a decent plot sinks it without trace ,0
one should not be too critical about the director s second feature i really like the camera work of madiba as mr shawn pointed out he had a unique way of looking at things however howcome a 14 year old boy shoot such beautiful images remember he has not got any education of any sort i don t think english is the common tongue in cape town ghettos worse still madiba looks even smaller than his supposed age of 14 any way if you overcome above mentioned peculiarities you can watch the film and still enjoy it because of nice camera work ,1
on broadway a chorus line was pure magic from the second the show opened with a spectacular burst of energy to the truly grand finale a joyous curtain call of all those chorus members who we grew to love during the course of the show we were totally engaged captivated by the intensely personal stories some funny some clever some stirring of this chorus line the movie is another matter entirely the focus is now on the director and what an ogre he is every time the film switches to michael douglas there he is with a bitter sour expression barking out questions and orders screaming and yelling whenever he gets the chance yikes that changes the dynamics of the story on broadway the director was indeed an imperious offstage presence but he was also sort of a theatrical device to allow the stories of these amazing strong fragile intriguing hilarious chorus line members to be told with insight and clarity there is a reason this work won the pulitzer prize and actually in one of the only moments the director appears he is there to comfort the young puerto rican dancer after we hear that dancer s heart breaking story he appears again to ultimately express his genuine affection concern for cassie but in the movie from the second douglas director starts bitterly barking orders the chorus line members stories become secondary it s like they are in a lousy profession where a jaded director instead of showing the joy at creating a new exciting theatrical show is jaded exhausted furious at having to audition these chorus members on stage there was always the excitement of the show here in the movie practically from the word go you feel sorry for everyone involved during the course of the musical we desperately wished every single one of those chorus members well and how happy we would have been if they had all gotten the job but of course that couldn t happen but in the finale when they all came back in glorious costume with those amazing spinning mirrors on stage sometimes reflecting us in the audience in our hearts and we know also in the hearts of all those chorus members both accepted and rejected they were on stage forever dancing in a profession they loved so much bringing magic to the theatre in the movie after all the misplaced story lines and emphasis that magic becomes totally diluted all we feel even with the exact same curtain call is that some of the members got a job with a mean spirited director so they all come on the screen and are dancing again big deal ,0
the green butchers anders thomas jensen denmark 2003 how do the danes keep coming up with these films that are consistently funny sharply written exquisitely filmed and filled with great performances the green butchers is a dark and wickedly funny comedy in many ways the danish counterpart of eating raoul and delicatessen but it has more on offer than just laughs or parody the film brings us the duo of chronic pothead bjarne nikolaj lie kaas and chronic perspirer svend mads mikkelsen sick of their evil boss the two pals decide to open their own butcher shop in a small danish town but initially business is slow and customers stay away when an electrician is accidentally locked up and freezes in their meat locker svend decides to turn the man s thigh into fillets he promptly nicknames chickie wickies this special dish suddenly has everyone in town flocking to their counter and svend unable to resist this sudden leap into popularity turns into a serial killer with bjarne acting as his reluctant accomplice but soon led by their ex boss many people in town are starting to wonder what special ingredients the two men are using without the extraordinary performances by kaas and mikkelsen the film might not have risen above the level of the average black comedy on paper the character of svend might border on caricature but mads mikkelsen portrait is that of an earnest insecure and deeply twisted man but mikkelsen manages to make him frightening funny and moving at the same time kaas actually plays a double role also playing his comatose twin brother eigil when watching the film i never even realized it was the same actor the other performances are just as wonderful with every character in town refreshingly off the hook with some truly wonderful vignettes the subject material is naturally a bit morbid and the material might not be completely fresh considering quite a few predecessors that handled the same kind of material but director jensen gives it a fresh twist and manages to build some real characters with the strange duo of svend and bjarne with this wonderfully bizarre tale of two social misfits camera obscura 9 10,1
after putting a mummy in a local museum goes through the cat scan a metal object in it s brain reacts adversely to the procedure thus freeing the spirit or phantom if you will of the mummy belphegor due to convenient circumstances lisa who lives close to the museum finds herself possessed by the evil spirit soon enough she s stealing the museum s egyptian treasures out from under their nose detective verlac comes out of retirement to catch the supernatural thief this is a serviceable enough if you haven t seen any other incarnations of belphégor before if you have i recommend skipping this particular version as it can t help but pale in comparison to the others despite the nice locals and scenery it plays out like a slightly higher budgeted sci fi original film and i don t really mean that as a compliment eye candy sophie marceau shows ass side boob my grade c dvd extras none,0
that s how i was when i walked staggered out of this film i couldn t leave because it was at a film festival and the cinema was full of people i was stuck in the middle trapped the tiny fragment of original footage which attempted to bind this film together features some of the worst acting ever to grace the big screen the daughter was a stand out performance stand out in the bad sense thge cinematography was hideous consisting of disjointed framing and some of the oddest lighting i ve witnessed as for the stock footage well at first one wait why am i reviewing this film why do i acknowledge its existence please don t watch it do something useful with two hours of your life and go watch some paint dry ,0
this is my favorite renoir from the fifties it s the story of how henri danglard built and launched the moulin rouge nightclub we see the workmen blasting at the site to get construction underway and the training of the dancers finally the giddiness of opening night and the long sequence of cancan dancing financial problems and the ego displays of the performers are described gabin is in great form as the easy going danglard see him deal humorously with nini s violent boyfriend gianni esposito is moving as the wistful prince who is courting nini maria felix with that amazon s body is imposing as the egotistical lola danglard s first lover finally françoise arnoul as nini the washing girl who ends up dancing for danglard and becoming his girl is just stunning her loveliness and pert charm will win you over a bonus we get edith piaf patachou andré claveau and other stars in cameos playing the stars of a century ago who ruled over the moulin rouge ,1
some 25 year olds behave like teenagers coping with the death of a high school mate trying to find their purpose in live and love the script is so lame that i had to force myself to even finish this movie stay away from it 1 10,0
this isn t a very good movie but it is easily the best troma studios film i have ever viewed lloyd kaufman the brains behind troma isn t concerned with a good plot or even making a moderately entertaining film his chief concern is making something bizarre and his definition of bizarre oftentimes mirrors my definition of terrible cinema in this film we have the titled character luther whose favorite pastime isn t baseball but biting the heads off of chickens receiving his release from lockup the board has deemed him rehabilitated despite the fact that he doesn t speak he merely clucks like a chicken and has a set of razorblade dentures at his disposal of course once luther is set free he goes about causing mayhem first at a grocery store and later at a farm house violence lots of violence in this oftentimes tasteless flick luther sinks his razorblade chompers into a poor elderly lady waiting at a bus stop and then spends the rest of the film terrorizing the mother and daughter at the farmhouse nudity stacy haiduk delivers some noteworthy skin in his picture as the former lois lane i can t recall which superman edition she was from gives us a shower scene followed by a romp in bed with her boyfriend a guy who just doesn t have any chemistry with ms haiduk the extended shower scene footage in the dvd extras gives the viewer quite a bit more of stacy she is quite something story forgettaboutit whitey styles screenplay may just be the worst ever written the way in which luther is released from the asylum completely throws all credibility out the window his dialogue is something that a pre schooler might write and the actions he writes for his characters border on the absurd it s as if styles spent ten years without human contact and completely forgot how people react in certain situations acting the film belongs to edward terry who actually does a decent job as the geek he is quite menacing in a stupid barnyard fashion joan roth as the mother does a super job in support but haiduk and her boyfriend s lack of chemistry made their roles awkward at best ,0
