Exchange,Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
nasdaq,BCRX,"BioCryst Pharmaceuticals, Inc.",6.75,499.63014,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,ANAB,"AnaptysBio, Inc.",24.74,499.0983276,2017.0,Health Care,Major Pharmaceuticals
nasdaq,TAST,"Carrols Restaurant Group, Inc.",13.75,497.782725,2006.0,Consumer Services,Restaurants
nasdaq,HMTV,"Hemisphere Media Group, Inc.",11.65,497.46849069999996,,Consumer Services,Television Services
nasdaq,MSBI,"Midland States Bancorp, Inc.",31.91,497.11465768,2016.0,Finance,Major Banks
nasdaq,ACHN,"Achillion Pharmaceuticals, Inc.",3.62,494.93338298000003,2006.0,Health Care,Major Pharmaceuticals
nasdaq,SCLN,"SciClone Pharmaceuticals, Inc.",9.6,494.455632,1992.0,Health Care,Major Pharmaceuticals
nasdaq,LMBS,First Trust Low Duration Opportunities ETF,52.27,491.33810454,,,
nasdaq,NVMI,Nova Measuring Instruments Ltd.,17.87,491.25771893,2000.0,Capital Goods,Electronic Components
nasdaq,SCHN,"Schnitzer Steel Industries, Inc.",18.05,488.10497735,1993.0,Consumer Durables,Industrial Specialties
nasdaq,TACO,"Del Taco Restaurants, Inc.",12.58,487.24106231999997,2014.0,Consumer Services,Restaurants
nasdaq,VDSI,"VASCO Data Security International, Inc.",12.1,486.5220635,,Technology,EDP Services
nasdaq,MLAB,"Mesa Laboratories, Inc.",131.0,484.792224,,Capital Goods,Industrial Machinery/Components
nasdaq,COHU,"Cohu, Inc.",17.95,484.36052035,,Capital Goods,Electrical Products
nasdaq,PSCT,PowerShares S&P SmallCap Information Technology Portfolio,69.15,484.05,,,
nasdaq,SNLN,Highland/iBoxx Senior Loan ETF,18.5,482.799865,,,
nasdaq,SCMP,"Sucampo Pharmaceuticals, Inc.",9.8,482.5510102,2007.0,Health Care,Major Pharmaceuticals
nasdaq,ABTX,"Allegiance Bancshares, Inc.",36.45,478.7944425,2015.0,Finance,Major Banks
nasdaq,BHBK,"Blue Hills Bancorp, Inc.",17.8,478.02305839999997,2014.0,Finance,Major Banks
nasdaq,CHUY,"Chuy&#39;s Holdings, Inc.",28.35,477.54965475,2012.0,Consumer Services,Restaurants
nasdaq,HWKN,"Hawkins, Inc.",44.85,476.8701366,,Consumer Durables,Specialty Chemicals
nasdaq,QADB,QAD Inc.,25.0,475.4772,,Technology,Computer Software: Prepackaged Software
nasdaq,ACTA,Actua Corporation,13.95,475.0414704,,Technology,EDP Services
nasdaq,OFLX,"Omega Flex, Inc.",47.03,474.61838866000005,,Capital Goods,Industrial Specialties
nasdaq,HSII,"Heidrick & Struggles International, Inc.",25.35,473.30734035,1999.0,Technology,Diversified Commercial Services
nasdaq,CCD,Calamos Dynamic Convertible & Income Fund,19.41,473.30687172,,,
nasdaq,IMNP          ,Immune Pharmaceuticals Inc.,2.55,470.41460325,,Health Care,Major Pharmaceuticals
nasdaq,FYX,First Trust Small Cap Core AlphaDEX Fund,52.53,470.14360506,,,
nasdaq,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,50.78,469.71510156,,,
nasdaq,NH,"NantHealth, Inc.",3.86,469.47855248,2016.0,Technology,EDP Services
nasdaq,CHSCN,CHS Inc,27.88,468.384,,Consumer Services,Farming/Seeds/Milling
nasdaq,LMAT,"LeMaitre Vascular, Inc.",25.05,467.69933160000005,2006.0,Health Care,Medical/Dental Instruments
nasdaq,FRP,"FairPoint Communications, Inc.",17.15,467.28984015,,Public Utilities,Telecommunications Equipment
nasdaq,OKSB,"Southwest Bancorp, Inc.",25.0,467.22555,1993.0,Finance,Major Banks
nasdaq,DGICA,"Donegal Group, Inc.",17.22,467.04777966,,Finance,Property-Casualty Insurers
nasdaq,CHW,Calamos Global Dynamic Income Fund,7.91,466.74530672000003,2007.0,,
nasdaq,ACBI,"Atlantic Capital Bancshares, Inc.",18.25,466.026379,,Finance,Major Banks
nasdaq,XENT,"Intersect ENT, Inc.",16.2,464.5826766,2014.0,Health Care,Medical/Dental Instruments
nasdaq,BLVD,Boulevard Acquisition Corp. II,10.0299,463.882875,2015.0,Finance,Business Services
nasdaq,FRBK,"Republic First Bancorp, Inc.",8.15,463.25222660000003,,Finance,Major Banks
nasdaq,HAYN,"Haynes International, Inc.",37.0,462.881359,2007.0,Capital Goods,Steel/Iron Ore
nasdaq,VGLT,Vanguard Long-Term Government Bond ETF,76.24,462.47206872000004,,,
nasdaq,CARO,Carolina Financial Corporation,28.56,462.23366112,,Finance,Major Banks
nasdaq,NCOM,National Commerce Corporation,35.7,462.1369284,2015.0,Finance,Major Banks
nasdaq,HOFT,Hooker Furniture Corporation,39.9,461.356119,,Consumer Durables,Home Furnishings
nasdaq,LOCO,"El Pollo Loco Holdings, Inc.",11.95,459.76157539999997,2014.0,Consumer Services,Restaurants
nasdaq,KPTI,Karyopharm Therapeutics Inc.,10.96,459.2372068,2013.0,Health Care,Major Pharmaceuticals
nasdaq,EZPW,"EZCORP, Inc.",8.45,458.7681267,1991.0,Consumer Services,Other Specialty Stores
nasdaq,FISI,"Financial Institutions, Inc.",31.5,457.6891725,1999.0,Finance,Major Banks
nasdaq,SNBC,"Sun Bancorp, Inc.",24.0,457.375128,,Finance,Commercial Banks
nasdaq,HABT,"The Habit Restaurants, Inc.",17.55,456.30981045,2014.0,Consumer Services,Restaurants
nasdaq,OSTK,"Overstock.com, Inc.",17.8,455.5216334,2002.0,Consumer Services,Catalog/Specialty Distribution
nasdaq,PACB,"Pacific Biosciences of California, Inc.",4.85,453.67109035000004,2010.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
nasdaq,NLNK,NewLink Genetics Corporation,15.5,452.8973675,2011.0,Health Care,Major Pharmaceuticals
nasdaq,INO,"Inovio Pharmaceuticals, Inc.",6.09,452.63356803,,Health Care,Medical/Dental Instruments
nasdaq,CETV,Central European Media Enterprises Ltd.,3.15,451.87040114999996,1994.0,Consumer Services,Broadcasting
nasdaq,PKOH,Park-Ohio Holdings Corp.,35.85,450.21129075,,Capital Goods,Industrial Specialties
nasdaq,PLUG,"Plug Power, Inc.",2.24,449.69959776,1999.0,Energy,Industrial Machinery/Components
nasdaq,WRLD,World Acceptance Corporation,51.11,448.90919867,1991.0,Finance,Finance: Consumer Services
nasdaq,CROX,"Crocs, Inc.",6.09,448.77758709,2006.0,Consumer Non-Durables,Shoe Manufacturing
nasdaq,PUB,People&#39;s Utah Bancorp,25.05,448.65820035,2015.0,Finance,Major Banks
nasdaq,NEWS,"NewStar Financial, Inc.",10.49,447.66753702999995,2006.0,Finance,Finance: Consumer Services
nasdaq,APTI,"Apptio, Inc.",11.61,445.64189715,2016.0,Technology,Computer Software: Prepackaged Software
nasdaq,BYSI,"BeyondSpring, Inc.",20.5,445.0124625,2017.0,Health Care,Major Pharmaceuticals
nasdaq,ACET,Aceto Corporation,14.75,444.17767975,,Health Care,Other Pharmaceuticals
nasdaq,ATRS,"Antares Pharma, Inc.",2.86,443.99318106,,Health Care,Medical/Dental Instruments
nasdaq,YORW,The York Water Company,34.5,443.5733655,,Public Utilities,Water Supply
nasdaq,BLCM,"Bellicum Pharmaceuticals, Inc.",13.39,440.63383519999996,2014.0,Health Care,Major Pharmaceuticals
nasdaq,AROW,Arrow Financial Corporation,32.6,440.47796439999996,,Finance,Major Banks
nasdaq,PETS,"PetMed Express, Inc.",21.45,440.2850166,,Health Care,Medical/Nursing Services
nasdaq,HLIT,Harmonic Inc.,5.5,438.7515165,1995.0,Technology,Radio And Television Broadcasting And Communications Equipment
nasdaq,KE,"Kimball Electronics, Inc.",16.05,438.64776795,,Technology,Electrical Products
nasdaq,USLM,"United States Lime & Minerals, Inc.",78.65,438.59479235000003,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nasdaq,VUSE,Vident Core US Equity ETF,28.77,437.304,,,
nasdaq,NVDQ,Novadaq Technologies Inc,7.55,436.01364005,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
nasdaq,KEYW,The KEYW Holding Corporation,8.79,435.10567683,2010.0,Technology,EDP Services
nasdaq,MTRX,Matrix Service Company,16.35,434.80848285,1990.0,Basic Industries,Engineering & Construction
nasdaq,NTRSP,Northern Trust Corporation,27.15,434.4,,Finance,Major Banks
nasdaq,TBK,"Triumph Bancorp, Inc.",24.0,433.999056,2014.0,Finance,Major Banks
nasdaq,ERII,"Energy Recovery, Inc.",8.05,433.73650355,2008.0,Technology,Industrial Machinery/Components
nasdaq,FOGO,"Fogo de Chao, Inc.",15.35,433.0656204,2015.0,Consumer Services,Restaurants
nasdaq,IBCP,Independent Bank Corporation,20.2,430.8409116,,Finance,Major Banks
nasdaq,CLAC,Capitol Acquisition Corp. III,10.6,430.625,2015.0,Finance,Business Services
nasdaq,IXYS,IXYS Corporation,13.6,429.914904,,Technology,Semiconductors
nasdaq,BKMU,Bank Mutual Corporation,9.35,429.05017265,,Finance,Savings Institutions
nasdaq,MCRB,"Seres Therapeutics, Inc.",10.62,428.70951936,2015.0,Health Care,Major Pharmaceuticals
nasdaq,VSEC,VSE Corporation,39.45,427.57626075,,Consumer Services,Military/Government/Technical
nasdaq,VBND,Vident Core U.S. Bond Strategy Fund,49.67,427.162,,,
nasdaq,TRUP,"Trupanion, Inc.",14.46,426.71230086,,Health Care,Medical Specialities
nasdaq,LMOS,Lumos Networks Corp.,17.83,426.5989753,,Public Utilities,Telecommunications Equipment
nasdaq,DGICB,"Donegal Group, Inc.",15.6849,425.4121788147,1986.0,Finance,Property-Casualty Insurers
nasdaq,CERS,Cerus Corporation,4.11,425.28091425,1997.0,Health Care,Medical/Dental Instruments
nasdaq,VDTH,Videocon d2h Limited,11.25,424.686375,,Consumer Services,Television Services
nasdaq,ICHR,Ichor Holdings,17.14,424.3163831,2016.0,Technology,Semiconductors
nasdaq,SCVL,"Shoe Carnival, Inc.",23.98,424.27061027999997,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,VRAY,"ViewRay, Inc.",7.64,423.94313395999995,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
nasdaq,SHOR,"ShoreTel, Inc.",6.2,422.80962619999997,2007.0,Public Utilities,Telecommunications Equipment
nasdaq,TLGT,"Teligent, Inc.",7.92,421.55294544,,Health Care,Major Pharmaceuticals
nasdaq,ZUMZ,Zumiez Inc.,16.9,421.5424629,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,BZUN,Baozun Inc.,14.98,419.89615598,2015.0,Consumer Services,Catalog/Specialty Distribution
nasdaq,MDCA,MDC Partners Inc.,8.4,419.454798,,Technology,Advertising
nasdaq,ICON,"Iconix Brand Group, Inc.",7.35,418.59150375,,Consumer Non-Durables,Shoe Manufacturing
nasdaq,NSTG,"NanoString Technologies, Inc.",19.28,417.42923632,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,HTBI,"HomeTrust Bancshares, Inc.",23.15,416.7173625,2012.0,Finance,Savings Institutions
nasdaq,AIA,iShares Asia 50 ETF,52.45,414.355,,,
nasdaq,CPLP,Capital Product Partners L.P.,3.39,413.90080587,2007.0,Transportation,Marine Transportation
nasdaq,MZOR,Mazor Robotics Ltd.,31.05,413.733798,,Health Care,Medical/Dental Instruments
nasdaq,FCBC,"First Community Bancshares, Inc.",24.3,412.96916880000003,,Finance,Major Banks
nasdaq,LIND,Lindblad Expeditions Holdings Inc. ,9.13,412.89573171,2013.0,Consumer Services,Transportation Services
nasdaq,ASMB,"Assembly Biosciences, Inc.",23.89,412.4828288,,Health Care,Major Pharmaceuticals
nasdaq,BLBD,Blue Bird Corporation,17.65,406.47999419999996,2014.0,Capital Goods,Construction/Ag Equipment/Trucks
nasdaq,MACK,"Merrimack Pharmaceuticals, Inc.",3.11,406.07320071,2012.0,Health Care,Major Pharmaceuticals
nasdaq,RDIB,Reading International Inc,18.0,404.68689,,Consumer Services,Movies/Entertainment
nasdaq,CLDX,"Celldex Therapeutics, Inc.",3.28,404.14007663999996,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,GSHT,"Gores Holdings II, Inc.",10.0999,403.996,2017.0,Finance,Business Services
nasdaq,CCN,CardConnect Corp.,13.8,402.482037,2015.0,Finance,Business Services
nasdaq,CONN,"Conn&#39;s, Inc.",13.0,402.45114,2003.0,Consumer Services,Consumer Electronics/Video Chains
nasdaq,LNTH,"Lantheus Holdings, Inc.",10.85,402.26704839999996,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,LPSN,"LivePerson, Inc.",6.9,402.26694330000004,2000.0,Technology,Computer Software: Prepackaged Software
nasdaq,NCBS,Nicolet Bankshares Inc.,46.71,401.17509414,,Finance,Major Banks
nasdaq,UCFC,United Community Financial Corp.,8.06,400.56303482,,Finance,Banks
nasdaq,MOFG,"MidWestOne Financial Group, Inc.",33.44,399.92638224,,Finance,Major Banks
nasdaq,RECN,"Resources Connection, Inc.",13.45,398.84174045,2000.0,Miscellaneous,Business Services
nasdaq,FLXS,"Flexsteel Industries, Inc.",51.0,397.603854,,Consumer Durables,Home Furnishings
nasdaq,QABA,First Trust NASDAQ ABA Community Bank Index Fund,47.84,397.07209568,,,
nasdaq,BBSI,"Barrett Business Services, Inc.",54.68,396.48599232,1993.0,Technology,Professional Services
nasdaq,FMBH,"First Mid-Illinois Bancshares, Inc.",31.76,396.35079384,,Finance,Major Banks
nasdaq,FDUS,Fidus Investment Corporation,17.65,396.1732414,2011.0,,
nasdaq,NTRA,"Natera, Inc.",7.5,395.79738,2015.0,Health Care,Medical Specialities
nasdaq,DAKT,"Daktronics, Inc.",8.97,395.28604011,1994.0,Consumer Durables,Miscellaneous manufacturing industries
nasdaq,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",17.95,392.4646158,2012.0,Consumer Services,Restaurants
nasdaq,VBTX,"Veritex Holdings, Inc.",25.76,392.194712,2014.0,Finance,Major Banks
nasdaq,BMRC,Bank of Marin Bancorp,63.6,390.9385152,,Finance,Major Banks
nasdaq,MOBL,"MobileIron, Inc.",4.35,388.13524455000004,2014.0,Technology,Computer Software: Prepackaged Software
nasdaq,MBUU,"Malibu Boats, Inc.",21.75,387.830253,2014.0,Capital Goods,Marine Transportation
nasdaq,IESC,"IES Holdings, Inc.",18.05,387.53608115,,Capital Goods,Engineering & Construction
nasdaq,SPOK,"Spok Holdings, Inc.",18.85,387.00548575,,Public Utilities,Telecommunications Equipment
nasdaq,ELOS,Syneron Medical Ltd.,11.05,386.95358519999996,2004.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
nasdaq,NVEE,"NV5 Global, Inc.",36.55,386.91544910000005,2013.0,Consumer Services,Other Consumer Services
nasdaq,AVDL,Avadel Pharmaceuticals plc,9.57,386.91180792,,Health Care,Major Pharmaceuticals
nasdaq,EGLE,Eagle Bulk Shipping Inc.,5.22,386.82265032,,Transportation,Marine Transportation
nasdaq,RIGL,"Rigel Pharmaceuticals, Inc.",3.16,386.42661348,2000.0,Health Care,Major Pharmaceuticals
nasdaq,CALA,"Calithera Biosciences, Inc.",10.95,386.31141195,2014.0,Health Care,Major Pharmaceuticals
nasdaq,NVEC,NVE Corporation,79.74,385.70317739999996,,Technology,Semiconductors
nasdaq,MEET,"The Meet Group, Inc.",5.59,384.71367194,,Consumer Services,Advertising
nasdaq,BIB,ProShares Ultra Nasdaq Biotechnology,47.37,383.697,,,
nasdaq,AHPA,Avista Healthcare Public Acquisition Corp.,9.89,383.2375,2016.0,Finance,Business Services
nasdaq,TRVG,trivago N.V.,12.76,383.1398626,2016.0,,
nasdaq,EBTC,Enterprise Bancorp Inc,33.23,382.7261927,,Finance,Major Banks
nasdaq,FRPH,"FRP Holdings, Inc.",38.6,382.68248439999996,,Finance,Real Estate
nasdaq,RNET,"RigNet, Inc.",21.2,382.21507560000003,2010.0,Consumer Services,Telecommunications Equipment
nasdaq,REGI,"Renewable Energy Group, Inc.",9.9,381.796074,2012.0,Basic Industries,Major Chemicals
nasdaq,ARAY,Accuray Incorporated,4.6,381.3276122,2007.0,Health Care,Medical/Dental Instruments
nasdaq,FTCS,First Trust Capital Strength ETF,43.26,380.68808651999996,,,
nasdaq,AOSL,Alpha and Omega Semiconductor Limited,16.12,380.5249318,2010.0,Technology,Semiconductors
nasdaq,STAA,STAAR Surgical Company,9.3,378.9521313,,Health Care,Ophthalmic Goods
nasdaq,OTIC,"Otonomy, Inc.",12.5,378.2109875,2014.0,Health Care,Major Pharmaceuticals
nasdaq,FBNK,"First Connecticut Bancorp, Inc.",23.75,378.17277,2011.0,Finance,Banks
nasdaq,JKI,iShares Morningstar Mid-Cap ETF,145.04,377.104,,,
nasdaq,LBIO,"Lion Biotechnologies, Inc.",6.05,376.98089660000005,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,TICC,TICC Capital Corp.,7.32,376.82927388,2003.0,,
nasdaq,VLGEA,"Village Super Market, Inc.",26.51,376.08180863,,Consumer Services,Food Chains
nasdaq,DSKE,"Daseke, Inc.",9.93,374.5194828,2015.0,Consumer Services,Transportation Services
nasdaq,LNDC,Landec Corporation,13.7,374.08095230000004,1996.0,Basic Industries,Major Chemicals
nasdaq,LCA,"Landcadia Holdings, Inc.",9.97,373.875,2016.0,Finance,Business Services
nasdaq,FRPT,"Freshpet, Inc.",11.0,373.832327,2014.0,Consumer Non-Durables,Packaged Foods
nasdaq,AXGN,"AxoGen, Inc.",11.3,373.622748,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
nasdaq,GERN,Geron Corporation,2.34,372.43120824,1996.0,Health Care,Major Pharmaceuticals
nasdaq,EQBK,"Equity Bancshares, Inc.",29.6,372.1889496,2015.0,Finance,Major Banks
nasdaq,BBGI,"Beasley Broadcast Group, Inc.",12.9,371.902614,2000.0,Consumer Services,Broadcasting
nasdaq,BSTC,BioSpecifics Technologies Corp,51.89,371.67463049,,Health Care,Major Pharmaceuticals
nasdaq,CLNE,Clean Energy Fuels Corp.,2.48,370.98608672,2007.0,Public Utilities,Natural Gas Distribution
nasdaq,RCM,R1 RCM Inc.,3.5,370.8521005,,Consumer Services,Other Consumer Services
nasdaq,POWL,"Powell Industries, Inc.",32.44,370.19353672000005,,Consumer Durables,Electrical Products
nasdaq,TNAV,"Telenav, Inc.",8.5,368.084918,2010.0,Capital Goods,Industrial Machinery/Components
nasdaq,PME,Pingtan Marine Enterprise Ltd.,4.65,367.60599644999996,,,
nasdaq,BWINB,"Baldwin & Lyons, Inc.",24.3,367.031817,,Finance,Property-Casualty Insurers
nasdaq,AVHI,"A V Homes, Inc.",16.3,366.92004160000005,,Capital Goods,Homebuilding
nasdaq,CTRL,Control4 Corporation,15.09,366.31906052999994,2013.0,Capital Goods,Electrical Products
nasdaq,CSBK,Clifton Bancorp Inc.,15.9,366.0802803,,Finance,Savings Institutions
nasdaq,PFLT,PennantPark Floating Rate Capital Ltd.,13.68,365.66741232,,,
nasdaq,CRIS,"Curis, Inc.",2.55,365.14878,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,ADUS,Addus HomeCare Corporation,31.6,364.333306,2009.0,Health Care,Medical/Nursing Services
nasdaq,HIFS,Hingham Institution for Savings,170.63,363.9111325,,,
nasdaq,CPSI,"Computer Programs and Systems, Inc.",26.85,363.36596355,2002.0,Technology,EDP Services
nasdaq,COWN,"Cowen Group, Inc.",13.3,363.25615689999995,,Finance,Investment Bankers/Brokers/Service
nasdaq,CECE,CECO Environmental Corp.,10.44,361.14280812,,Capital Goods,Pollution Control Equipment
nasdaq,PRMW,Primo Water Corporation,12.18,360.20380494,2010.0,Consumer Non-Durables,Food Distributors
nasdaq,BSRR,Sierra Bancorp,26.07,360.07281782999996,,Finance,Major Banks
nasdaq,WTBA,West Bancorporation,22.3,359.8773777,,Finance,Major Banks
nasdaq,BV,"Bazaarvoice, Inc.",4.3,359.6888209,2012.0,Technology,Computer Software: Prepackaged Software
nasdaq,ADMS,"Adamas Pharmaceuticals, Inc.",16.16,359.07154784,2014.0,Health Care,Major Pharmaceuticals
nasdaq,PTCT,"PTC Therapeutics, Inc.",10.38,358.6958472,2013.0,Health Care,Major Pharmaceuticals
nasdaq,CHEF,"The Chefs&#39; Warehouse, Inc.",13.6,357.35272960000003,2011.0,Consumer Non-Durables,Food Distributors
nasdaq,EXAC,"Exactech, Inc.",24.95,356.80478535000003,1996.0,Health Care,Industrial Specialties
nasdaq,GABC,"German American Bancorp, Inc.",46.24,352.84430784,,Finance,Major Banks
nasdaq,CNBKA,"Century Bancorp, Inc.",63.3,352.4486397,1987.0,Finance,Major Banks
nasdaq,JIVE,"Jive Software, Inc.",4.45,352.32202605000003,2011.0,Technology,EDP Services
nasdaq,AKBA,"Akebia Therapeutics, Inc.",9.07,352.18413641,2014.0,Health Care,Major Pharmaceuticals
nasdaq,PICO,PICO Holdings Inc.,15.25,351.85414575,,Finance,Real Estate
nasdaq,BWINA,"Baldwin & Lyons, Inc.",23.275,351.55002225,,Finance,Property-Casualty Insurers
nasdaq,ARNA,"Arena Pharmaceuticals, Inc.",1.43,351.02087306,2000.0,Health Care,Major Pharmaceuticals
nasdaq,MYOK,"MyoKardia, Inc.",11.15,350.2986803,2015.0,Health Care,Major Pharmaceuticals
nasdaq,CCBG,Capital City Bank Group,20.66,350.19433430000004,,Finance,Major Banks
nasdaq,LMRK,Landmark Infrastructure Partners LP,15.5,350.183161,2014.0,Consumer Services,Real Estate
nasdaq,IMOS,ChipMOS TECHNOLOGIES INC.,17.35,350.1135616,,Technology,Semiconductors
nasdaq,WFBI,WashingtonFirst Bankshares Inc,27.04,349.67641280000004,,Finance,Major Banks
nasdaq,TGLS,Tecnoglass Inc.,10.53,349.30267632,2012.0,Consumer Durables,Electronic Components
nasdaq,FMNB,Farmers National Banc Corp.,12.9,349.15904969999997,,Finance,Major Banks
nasdaq,OXFD,Oxford Immunotec Global PLC,15.35,348.63397385,2013.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,CNCE,"Concert Pharmaceuticals, Inc.",15.61,348.55540901999996,2014.0,Health Care,Major Pharmaceuticals
nasdaq,ATAX,"America First Multifamily Investors, L.P.",5.75,346.2910935,,Finance,Finance: Consumer Services
nasdaq,CCNE,CNB Financial Corporation,22.63,346.1792568,,Finance,Major Banks
nasdaq,RDI,Reading International Inc,14.92,345.82034044,,Consumer Services,Movies/Entertainment
nasdaq,BSF,"Bear State Financial, Inc.",9.13,344.10914307,,Finance,Major Banks
nasdaq,BOLD,"Audentes Therapeutics, Inc.",15.66,342.78480936,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,PBPB,Potbelly Corporation,13.65,342.12271275,2013.0,Consumer Services,Restaurants
nasdaq,APEI,"American Public Education, Inc.",21.05,341.4294423,2007.0,Consumer Services,Other Consumer Services
