No.,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,PricePerTSFT,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
2442,RMLS,1509,1509 Atlantic St,Atlantic,55106,MN,STP - Saint Paul,210000,6/9/2017 0:00,199900,Exclusive Right,199900,132.9956,1014,"Wood, Chain Link, Privacy, Full",D2,65x113,625 - St. Paul,5,9/1/2017 0:00,0,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Patio","Asphalt Shingles, Age 8 Years or Less",Main,No,,5,Detached Garage,1014,2566,Main,24x11,2566,2016,1579,,1958,Residential-Single,(SF) One Story,0.17,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,Lower Level,21x9,"Stucco, Brick/Stone",Lower,Main,13x8,Eat In Kitchen,Full,2,0,0,0,SF,2,"Main Floor Full Bath, Full Basement",14x11,Main,12x10,Main,9x12,Lower,11x12,Lower,4,565,,0,Unknown,0
2443,RMLS,868,868 Tatum St,Tatum,55104,MN,STP - Saint Paul,200000,6/6/2017 0:00,199900,Exclusive Right,199900,147.0588,750,"Chain Link, Full",C3,40x130,625 - St. Paul,11,6/17/2017 0:00,0,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Hobby Room, Family Room",Asphalt Shingles,Main,No,None,11,"Detached Garage, Driveway - Asphalt",1060,2164,Main,16x11,2164,2017,1360,,1947,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Lower Level,19x13,Metal,Lower,,,Eat In Kitchen,"Full, Finished (Livable)",1,1,0,0,SF,2,"Main Floor Full Bath, 1/2 Basement",11x9,Main,11x9,Main,16x11,Upper,,,3,300,,0,No,0
2444,RMLS,1190,1190 Blair Ave,Blair,55104,MN,STP - Saint Paul,200000,6/1/2017 0:00,199900,Exclusive Right,199900,143.3692,890,Chain Link,E3,40x125,625 - St. Paul,16,6/17/2017 0:00,0,12x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Office","Asphalt Shingles, Age 8 Years or Less",Main,No,,16,"Detached Garage, Garage Door Opener",890,2026,Main,13x12,2554,2016,1395,,1924,Residential-Single,(SF) One 1/2 Stories,0.11,None,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Lower Level, Family Room",21x15,Stucco,Lower,Main,13x10,Separate/Formal Dining Room,"Full, Finished (Livable)",1,0,0,0,SF,1,Main Floor Full Bath,11x9,Main,11x9,Main,,,,,2,505,,0,Unknown,528
2445,RMLS,1735,1735 Leone Ave,Leone,55106,MN,STP - Saint Paul,205000,5/24/2017 0:00,199900,Exclusive Right,199900,125.9214,1128,Wire,E4,52x166,625 - St. Paul,4,5/28/2017 0:00,1,13x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,None,4,"Tuckunder, Driveway - Concrete",1128,2130,Main,18x13,2474,2016,1628,,1965,Residential-Single,(SF) One Story,0.199,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator",,Lower Level,18x20,Stucco,Lower,Main,12x9,"Separate/Formal Dining Room, Eat In Kitchen","Walkout, Full",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12x11,Main,11x10,Main,11x10,Main,,,3,500,Yes w/ Qualifying,0,Unknown,344
2446,RMLS,453,453 Johnson Pkwy,Johnson,55106,MN,STP - Saint Paul,230000,5/19/2017 0:00,199900,Exclusive Right,199900,87.5857,1112,Wood,D4,106x160,625 - St. Paul,1,5/27/2017 0:00,2,16x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sun Room, Laundry, Foyer, Porch",Asphalt Shingles,Main,No,,1,Attached Garage,1942,3069,Main,18x17,3128,2016,2626,,1946,Residential-Single,(SF) One 1/2 Stories,0.19,Central,"Range, Microwave, Dishwasher, Washer, Dryer, Disposal",,Lower Level,38x18,Brick/Stone,Lower,Main,12x10,Separate/Formal Dining Room,"Full, Sump Pump",1,1,0,1,SF,3,"Main Floor Full Bath, Upper Level 3/4 Bath, 1/2 Basement",16x12,Main,9x9,Main,18x12,Upper,18x18,Upper,4,684,,0,Unknown,58
2447,RMLS,1472,1472 Concordia Ave,Concordia,55104,MN,STP - Saint Paul,190000,5/18/2017 0:00,199900,Exclusive Right,225000,95.9596,940,Wood,D4,40x135,625 - St. Paul,57,7/14/2017 0:00,0,11X12,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,None,42,"Detached Garage, Insulated Garage, Driveway - Concrete, Garage Door Opener",1880,3148,Main,12X23,3206,2017,1980,,1906,Residential-Single,(SF) Two Stories,0.12,Central,"Range, Refrigerator",,"Main Level, 2 or More",,Wood,,Main,11X8,Kitchen/Dining Room,"Partial, Day/Lookout Windows, Concrete Block",1,0,0,2,SF,3,"Main Floor Full Bath, Main Floor 3/4 Bath, Upper Level 3/4 Bath",11X12,Main,23X13,Upper,,,,,2,100,Not Assumable,0,Unknown,58.2
2448,RMLS,1239,1239 Hewitt Ave,Hewitt,55104,MN,STP - Saint Paul,215000,5/18/2017 0:00,199900,Exclusive Right,199900,141.8206,620,,D3,60x126,625 - St. Paul,7,5/25/2017 0:00,1,17x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Deck, Porch",,Main,No,,7,Detached Garage,1050,2348,Main,11x12,2348,2016,1516,,1916,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Refrigerator, Freezer, Washer, Dryer",,Lower Level,19x14,Wood,Lower,,,,Finished (Livable),2,0,0,0,SF,2,"Upper Level Full Bath , Full Basement",16x10,Upper,15x12,Upper,9x11,Lower,,,3,466,,0,Unknown,0
2449,RMLS,2088,2088 Margaret St,Margaret,55119,MN,STP - Saint Paul,219000,5/17/2017 0:00,199900,Exclusive Right,199900,130.3571,1199,"Wood, Chain Link",A3,45x125,625 - St. Paul,3,5/21/2017 0:00,0,11 x 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Work Shop, Play Room, Laundry","Asphalt Shingles, Age Over 8 Years",Main,No,,3,Detached Garage,1096,2323,Main,19 x 11,2640,2016,1680,,1967,Residential-Single,(SF) One Story,0.13,Central,,,Lower Level,20 x 15,Vinyl,Lower,Main,13 x 11,Informal Dining Room,"Finished (Livable), Drain Tiled, Sump Pump, Egress Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement, Whirlpool",13 x 11,Main,13 x 10,Main,,,,,2,584,Not Assumable,0,No,317
2450,RMLS,734,734 Delaware Ave,Delaware,55107,MN,STP - Saint Paul,190000,5/17/2017 0:00,199900,Exclusive Right,199900,138.484,920,Partial,B2,40x126,625 - St. Paul,13,5/30/2017 0:00,0,15x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Mud Room","Asphalt Shingles, Age Over 8 Years",Main,No,None,13,"Detached Garage, Driveway - Asphalt",1372,2204,Main,14x12,2502,2016,1372,,1907,Residential-Single,(SF) One 1/2 Stories,0.12,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,Main Level,,Vinyl,,Main,12x10,"Informal Dining Room, Living/Dining Room",Unfinished,1,0,0,1,SF,2,Main Floor 3/4 Bath,14x14,Main,14x10,Upper,14x10,Upper,,,3,0,Not Assumable,0,Unknown,298
2451,RMLS,2081,2081 California Ave E,California,55119,MN,STP - Saint Paul,203000,5/12/2017 0:00,199900,Exclusive Right,199900,144.8965,1026,"Wood, Partial",A1,51x134,625 - St. Paul,13,5/25/2017 0:00,2,12x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck",Asphalt Shingles,Main,No,None,13,"Attached Garage, Tuckunder, Garage Door Opener",1026,2494,Main,14x13,2846,2017,1401,,1963,Residential-Single,(SF) One Story,0.16,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Lower Level,25x13,"Stucco, Brick/Stone",Lower,Main,13x8,,"Walkout, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12x10,Main,11x9,Main,10x9,Main,,,3,375,Not Assumable,0,Unknown,352
2452,RMLS,2128,2128 Case Ave E,Case,55119,MN,STP - Saint Paul,200000,5/11/2017 0:00,199900,Exclusive Right,199900,113.3144,884,None,A3,50x150,625 - St. Paul,9,5/20/2017 0:00,0,13 X 12,"Living Room, , Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Office","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,,9,"Detached Garage, Driveway - Concrete",1280,1894,Main,18 X 14,1948,2016,1765,,1952,Residential-Single,(SF) One 1/2 Stories,0.172,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,Lower Level,15 X 12,Stucco,Lower,,,Eat In Kitchen,"Full, Finished (Livable), Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,11 X 10,Main,12 X 10,Main,33 X 12,Upper,,,3,485,Not Assumable,0,Unknown,54
2453,RMLS,498,498 N Temperance St,Temperance,55101,MN,STP - Saint Paul,205000,5/11/2017 0:00,199900,Exclusive Right,230000,230.3371,890,,B4,0,625 - St. Paul,82,8/2/2017 0:00,0,11 x 14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio, Laundry",,Main,No,,50,"Attached Garage, Heated Garage, Underground Garage",890,3338,Main,15 x 20,3564,2016,890,,2005,Residential-Single,(CC) High Rise (4+ Levels),0.03,Central,"Cooktop, Dishwasher, Refrigerator",,,,"Shakes, Metal, Vinyl, Brick/Stone",Main,,,Living/Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,13 x 13,Main,9 x 13,Main,,,,,2,0,,323,No,226
2454,RMLS,554,554 California Ave E,California,55130,MN,STP - Saint Paul,200000,5/3/2017 0:00,199900,Exclusive Right,199900,158.1028,1056,"Wood, Privacy, Full",C1,62x170,625 - St. Paul,76,7/18/2017 0:00,1,11 x 15,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Work Shop",Unspecified Shingle,Main,No,,76,Tuckunder,1056,1964,Main,11 x 19,2018,2016,1265,,1959,Residential-Single,(SF) One Story,0.24,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Furnace Humidifier",,Lower Level,11 x 19,Stucco,Lower,,,Eat In Kitchen,"Full, Partial Finished",1,1,0,0,SF,2,"Main Floor Full Bath, Main Floor 1/2 Bath",9 x 12.5,Main,11 x 8,Main,11 x 9,Main,8 x 12,Main,4,209,Not Assumable,0,Unknown,54
2455,RMLS,864,864 Lake St,Lake,55119,MN,STP - Saint Paul,199900,5/1/2017 0:00,199900,Exclusive Right,199900,151.5542,792,"Chain Link, Partial",B3,50x137,625 - St. Paul,14,6/8/2017 0:00,0,15x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,None,14,"Detached Garage, Insulated Garage, Driveway - Concrete, Garage Door Opener",792,1451,Main,12x17,1832,2017,1319,,1952,Residential-Single,(SF) One Story,0.16,Central,"Range, Microwave, Exhaust Fan/Hood, Refrigerator, Washer, Dryer",,Lower Level,21x14,Metal,Lower,,,"Informal Dining Room, Kitchen/Dining Room","Full, Day/Lookout Windows, Egress Windows, Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,12x10,Main,9x11,Main,10x14,Lower,,,3,527,Not Assumable,0,No,381
2456,RMLS,1558,1558 Duluth St,Duluth,55106,MN,STP - Saint Paul,199900,4/25/2017 0:00,199900,Exclusive Right,219900,108.0541,1250,,D2,60x120,625 - St. Paul,73,7/7/2017 0:00,2,18x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched",Main,No,,63,Detached Garage,1250,2206,Main,12x18,2616,2016,1850,,1952,Residential-Single,(SF) One Story,0.17,Central,"Range, Refrigerator",,Lower Level,18x18,"Wood, Shakes",Lower,Main,12x12,"Separate/Formal Dining Room, Eat In Kitchen","Full, Partial Finished",1,0,1,0,SF,2,"Main Floor Full Bath, 3/4 Master",16x11,Main,10x10,Main,12x11,Main,15x12,Lower,4,600,,0,Yes,410
2457,RMLS,1619,1619 Taylor Ave W,Taylor,55104,MN,STP - Saint Paul,197000,4/24/2017 0:00,199900,Exclusive Right,199900,154.1471,600,Wood,D3,46x150,625 - St. Paul,16,5/10/2017 0:00,0,8x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room","Asphalt Shingles, Age 8 Years or Less",Main,No,,16,Detached Garage,1080,2868,Main,15X11,2868,2016,1278,,1925,Residential-Single,(SF) Two Stories,0,None,"Range, Microwave, Refrigerator, Washer, Dryer",,,,Wood,,Main,11X9,Separate/Formal Dining Room,Full,1,0,0,1,SF,2,,15X12,Upper,11X11,Upper,13x9,Basement,,,3,198,,0,Unknown,24
2458,RMLS,2004,2004 Nokomis Ave,Nokomis,55119,MN,STP - Saint Paul,220000,4/21/2017 0:00,199900,Exclusive Right,209900,117.0213,624,,A3,50x100,625 - St. Paul,12,5/3/2017 0:00,1,,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Age 8 Years or Less,,No,,11,Detached Garage,1240,1884,,,3994,2016,1880,,1921,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Cooktop, Microwave",,,,Vinyl,,,,,"Full, Finished (Livable)",2,0,0,1,SF,3,,,,,,,,,,3,640,Not Assumable,0,Yes,3050
2459,RMLS,1504,1504 Charles Ave,Charles,55104,MN,STP - Saint Paul,216500,4/20/2017 0:00,199900,Exclusive Right,199900,142.4342,728,"Wire, Chain Link, Full",D4,40x113,625 - St. Paul,11,5/1/2017 0:00,0,11x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Foyer, Porch, Pantry (Walk-In), Patio, Unfinished","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,,11,Uncovered/Open,1456,2024,Main,12x13,2078,2016,1520,,1908,Residential-Single,(SF) Two Stories,0.1,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer",,,,Fiber Board,,Main,12x13,Separate/Formal Dining Room,Full,1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",11x11,Upper,11x11,Upper,9x10,Upper,8x11,Upper,4,64,Not Assumable,0,No,54
2460,RMLS,468,468 Hopkins St,Hopkins,55130,MN,STP - Saint Paul,136000,4/19/2017 0:00,199900,Exclusive Right,199900,69.8511,968,None,C3,35x100,625 - St. Paul,12,5/1/2017 0:00,0,12X9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Laundry",Asphalt Shingles,Upper,No,None,12,"Attached Garage, Garage Door Opener",1684,2240,Third Story,12X17,2240,2017,1947,,2004,Residential-Single,(SF) Three Level Split,0.08,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,Lower Level,12X12,Vinyl,Main,Upper,12X9,"Informal Dining Room, Eat In Kitchen, Breakfast Area, Kitchen/Dining Room","Walkout, Partial, Finished (Livable), Egress Windows",2,0,0,1,SF,3,"Main Floor Full Bath, Upper Level Full Bath , 3/4 Basement",14X10,Upper,11X10,Upper,10X10,Upper,10X11,Main,5,263,,0,No,0
2461,RMLS,1290,1290 Seminary Ave,Seminary,55104,MN,STP - Saint Paul,221450,4/14/2017 0:00,199900,Exclusive Right,199900,163.5524,684,Other,D3,40x134,625 - St. Paul,24,5/8/2017 0:00,0,11 x 11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched",Main,No,None,24,None,1354,2474,Main,14 x 13,2474,2017,1354,,1912,Residential-Single,(SF) Two Stories,0.12,Window,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,,,"Metal, Vinyl",,Main,13 x 11,Separate/Formal Dining Room,"Full, Drain Tiled, Day/Lookout Windows",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath ",14 x 12,Upper,11 x 09,Upper,10 x 06,Upper,,,3,0,Not Assumable,0,Unknown,0
2462,RMLS,770,770 Hawthorne Ave E,Hawthorne,55106,MN,STP - Saint Paul,210000,4/13/2017 0:00,199900,Exclusive Right,199900,115.958,774,"Wood, Wire, Partial",C2,37x121,625 - St. Paul,16,4/29/2017 0:00,1,12 x 12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Porch, Foyer, Mud Room, Laundry","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,,16,"Detached Garage, Driveway - Concrete, Garage Door Opener",1548,2785,Main,20 x 12,2844,2017,1811,,1911,Residential-Single,(SF) Two Stories,0.1,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,"Lower Level, Family Room",17 x 8,Vinyl,Lower,Main,13 x12,"Separate/Formal Dining Room, Eat In Kitchen","Full, Partial Finished, Day/Lookout Windows, Concrete Block",1,0,1,1,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , 3/4 Basement",13 x 11,Upper,13 x 9,Upper,11 x 8,Upper,,,3,263,Not Assumable,0,Yes,58.2
2463,RMLS,2123,2123 Burns Ave,Burns,55119,MN,STP - Saint Paul,199900,4/10/2017 0:00,199900,Exclusive Right,189900,130.228,960,Wood,A4,55X111,625 - St. Paul,2,4/12/2017 0:00,0,15x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Utility Room",Asphalt Shingles,Main,No,,0,Detached Garage,960,1966,Main,23x11,1966,2016,1535,,1959,Residential-Single,(SF) One Story,0.14,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,,36x12,Stucco,Lower,,,"Eat In Kitchen, Living/Dining Room","Full, Finished (Livable), Day/Lookout Windows, Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,12x11,Main,11x10,Main,13x9,Main,13x11,Lower,3,575,,0,No,0
2464,RMLS,1023,1023 Burns Ave,Burns,55106,MN,STP - Saint Paul,206000,4/5/2017 0:00,199900,Exclusive Right,199900,141.8733,792,,D4,43x303,625 - St. Paul,9,4/14/2017 0:00,0,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Office, Porch, Deck",,Main,No,,9,Detached Garage,1392,1274,Main,12x12,1688,2017,1452,,1910,Residential-Single,(SF) One 1/2 Stories,0.3,Window,"Range, Microwave, Refrigerator, Washer, Dryer",,,,Vinyl,,Main,10x9,Separate/Formal Dining Room,Full,1,1,0,1,SF,3,"Main Floor Full Bath, Upper Level 1/2 Bath, 3/4 Basement",10x10,Main,14x13,Upper,11x9,Upper,,,3,60,,0,Unknown,414
2465,RMLS,1541,1541 Winchell St,Winchell,55106,MN,STP - Saint Paul,205000,4/1/2017 0:00,199900,Exclusive Right,199900,131.158,1060,,E2,50x147,625 - St. Paul,67,6/7/2017 0:00,0,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",,Main,No,,67,Attached Garage,1192,2221,Main,19x5,2558,2016,1563,,1962,Residential-Single,(SF) Four or More Level Split,0.17,Central,"Range, Microwave, Dishwasher, Refrigerator",,,17x12,"Metal, Vinyl, Brick/Stone",Lower,Main,10x9,,Finished (Livable),1,0,1,0,SF,2,Upper Level Full Bath ,12x12,Upper,12x11,Upper,9x9,Upper,10x11,Lower,4,371,,0,No,337
2466,RMLS,1266,1266 Barclay St,Barclay,55106,MN,STP - Saint Paul,205000,3/31/2017 0:00,199900,Exclusive Right,199900,71.6783,970,Chain Link,E2,66X305,625 - St. Paul,29,5/5/2017 0:00,1,18 x 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Other, Family Room, Recreation Room",Asphalt Shingles,Main,No,None,29,"Attached Garage, Tuckunder",1890,2469,Main,30 x 14,2886,2016,2860,,1948,Residential-Single,(SF) One 1/2 Stories,0,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,"Lower Level, Family Room",17 x 18,"Stucco, Brick/Stone",Lower,Main,14 x 10,Separate/Formal Dining Room,"Walkout, Full, Finished (Livable), Day/Lookout Windows",2,0,0,1,SF,3,"Main Floor Full Bath, Upper Level 3/4 Bath, Full Basement",13 x 12,Main,13 x 12,Main,13 x 13,Lower,12 x 7,Upper,4,970,Not Assumable,0,Unknown,418
2467,RMLS,979,979 Idaho Ave W,Idaho,55117,MN,STP - Saint Paul,212000,3/31/2017 0:00,199900,Exclusive Right,199900,196.2963,1080,"Chain Link, Full",E2,50x133,625 - St. Paul,6,4/6/2017 0:00,0,14x16,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",,Main,No,,6,"Detached Garage, Garage Door Opener",1080,2632,Main,21x15,2690,2017,1080,,1949,Residential-Single,(SF) One Story,0.14,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer",,Main Level,,"Metal, Vinyl, Stucco, Brick/Stone",,,,Eat In Kitchen,"Full, Concrete Block, Unfinished",1,0,0,0,SF,1,Main Floor Full Bath,13x13,Main,10x14,Main,,,,,2,0,Not Assumable,0,No,58
2468,RMLS,1032,1032 Bayard Ave,Bayard,55102,MN,STP - Saint Paul,220000,3/31/2017 0:00,199900,Exclusive Right,199900,120.2186,988,"Wood, Privacy",E2,50X125,625 - St. Paul,14,4/14/2017 0:00,0,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Age Over 8 Years,Main,No,None,14,"Detached Garage, Driveway - Asphalt, Garage Door Opener",988,2430,Main,20x13,2802,2017,1830,,1964,Residential-Single,(SF) One Story,0.14,Central,"Range, Dishwasher, Refrigerator",,Lower Level,24x16,Wood,Main,,,Eat In Kitchen,"Full, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",15x13,Main,13x9,Main,12x11,Lower,,,3,842,,0,Yes,371.86
2469,RMLS,2207,2207 Margaret St,Margaret,55119,MN,STP - Saint Paul,220000,3/31/2017 0:00,199900,Exclusive Right,199900,127.6843,1097,,A3,50x153,625 - St. Paul,3,4/10/2017 0:00,0,14x09,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Deck","Asphalt Shingles, Age Over 8 Years",Main,No,None,3,"Detached Garage, Driveway - Asphalt",1316,2758,Main,17x14,2758,2016,1723,,1952,Residential-Single,(SF) One 1/2 Stories,0.18,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,Lower Level,27x13,"Metal, Vinyl",Lower,Main,10x08,"Separate/Formal Dining Room, Informal Dining Room","Full, Finished (Livable), Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",13x12,Main,13x10,Main,12x11,Upper,11x09,Upper,4,407,Not Assumable,0,No,0
2470,RMLS,925,925 Idaho Ave W,Idaho,55117,MN,STP - Saint Paul,223700,3/28/2017 0:00,199900,Exclusive Right,199900,176.0031,952,"Chain Link, Partial",E2,51x134,625 - St. Paul,15,4/12/2017 0:00,0,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,None,15,"Detached Garage, Garage Door Opener",1271,2694,Main,17x12,2694,2017,1271,,1950,Residential-Single,(SF) One 1/2 Stories,0.16,Central,"Range, Refrigerator, Washer, Dryer",,,,Brick/Stone,,Main,11x9,Separate/Formal Dining Room,"Full, Partial Finished, Day/Lookout Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12x10,Main,11x9,Main,11x10,Upper,,,3,0,,0,No,0
